Región / CUT Comuna ; Nombre Comuna / ACT;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
;Actividades deportivas y recreativas;*;*;0;0;0;0;0;0;0;0;102.699;62.892;132.976;186.488;203.847;48.777;62.111;87.298;85.663;;;;;;;;;;;;-38,80%;111,40%;40,20%;9,30%;-76,10%;27,30%;40,60%;-1,90%
;Comercio al por menor de bienes característicos del turismo;3.427;2.560;798;*;1.156;1.061;685;*;*;*;816;59.438;88.200;5.556;1.833;1.813;2.944;3.266;3.084;;-25,30%;-68,80%;;;-8,20%;-35,50%;;;;;7181,40%;48,40%;-93,70%;-67,00%;-1,10%;62,40%;10,90%;-5,60%
;Actividades relacionadas con segundos hogares y multipropiedades;445.348;414.854;426.895;627.150;554.466;1.261.503;1.409.554;428.291;922.020;1.088.410;1.588.100;1.706.993;4.415.494;1.285.130;511.262;838.251;663.761;643.484;1.159.014;;-6,80%;2,90%;46,90%;-11,60%;127,50%;11,70%;-69,60%;115,30%;18,00%;45,90%;7,50%;158,70%;-70,90%;-60,20%;64,00%;-20,80%;-3,10%;80,10%
13119;Maipú;1.821.777;2.820.307;2.931.899;3.414.865;3.632.503;3.694.435;4.343.142;3.887.873;4.011.286;3.929.083;5.899.080;6.948.937;6.791.315;4.530.027;5.116.680;4.246.569;8.037.610;6.252.152;5.755.276;;54,80%;4,00%;16,50%;6,40%;1,70%;17,60%;-10,50%;3,20%;-2,00%;50,10%;17,80%;-2,30%;-33,30%;13,00%;-17,00%;89,30%;-22,20%;-7,90%
;Alojamiento turístico;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;538.384;568.282;738.573;789.734;650.675;688.861;871.160;995.887;960.607;1.002.364;1.617.199;1.603.789;1.877.962;1.774.807;1.876.081;1.250.479;2.019.207;2.215.820;2.075.423;;5,60%;30,00%;6,90%;-17,60%;5,90%;26,50%;14,30%;-3,50%;4,30%;61,30%;-0,80%;17,10%;-5,50%;5,70%;-33,30%;61,50%;9,70%;-6,30%
;Transporte de pasajeros por ferrocarril;0;0;*;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;187.612;224.702;304.687;335.254;411.489;424.804;516.623;589.222;727.186;767.620;744.583;782.693;1.107.050;1.189.023;1.226.886;1.229.677;1.427.179;1.329.674;1.370.196;;19,80%;35,60%;10,00%;22,70%;3,20%;21,60%;14,10%;23,40%;5,60%;-3,00%;5,10%;41,40%;7,40%;3,20%;0,20%;16,10%;-6,80%;3,00%
;Transporte de pasajeros por agua;*;*;*;*;*;*;0;0;0;0;0;0;0;0;*;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;*;*;*;*;*;*;*;*;*;*;*;*;*;0;0;0;0;*;*;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;145.439;174.366;16.249;20.782;18.049;25.863;22.903;30.284;35.361;38.983;371.667;1.219.775;492.777;87.762;93.798;134.985;142.768;129.980;74.081;;19,90%;-90,70%;27,90%;-13,20%;43,30%;-11,40%;32,20%;16,80%;10,20%;853,40%;228,20%;-59,60%;-82,20%;6,90%;43,90%;5,80%;-9,00%;-43,00%
;Actividades de agencias de viajes y de otros servicios de reservas;*;*;*;*;*;29.082;*;*;*;*;72.808;70.600;73.240;22.703;15.369;13.801;9.464;11.817;1.959;;;;;;;;;;;;-3,00%;3,70%;-69,00%;-32,30%;-10,20%;-31,40%;24,90%;-83,40%
;Actividades culturales;*;0;0;10.960;13.044;31.707;50.748;54.489;25.610;20.490;59.411;71.981;119.300;153.308;128.488;51.603;70.924;105.348;103.418;;;;;19,00%;143,10%;60,10%;7,40%;-53,00%;-20,00%;190,00%;21,20%;65,70%;28,50%;-16,20%;-59,80%;37,40%;48,50%;-1,80%
;Actividades deportivas y recreativas;0;1.039.065;1.038.536;1.045.572;1.129.834;1.074.323;1.082.025;1.121.913;1.140.105;1.184.920;1.323.761;1.384.021;1.454.030;194.042;153.995;51.319;105.869;68.212;64.702;;;-0,10%;0,70%;8,10%;-4,90%;0,70%;3,70%;1,60%;3,90%;11,70%;4,60%;5,10%;-86,70%;-20,60%;-66,70%;106,30%;-35,60%;-5,10%
;Comercio al por menor de bienes característicos del turismo;12.333;15.282;6.645;6.481;6.364;6.705;15.303;10.940;13.726;12.219;13.811;23.589;13.306;22.497;20.295;12.225;28.597;49.403;55.475;;23,90%;-56,50%;-2,50%;-1,80%;5,40%;128,20%;-28,50%;25,50%;-11,00%;13,00%;70,80%;-43,60%;69,10%;-9,80%;-39,80%;133,90%;72,80%;12,30%
;Actividades relacionadas con segundos hogares y multipropiedades;938.007;798.609;827.211;1.206.083;1.403.047;1.413.090;1.784.380;1.085.137;1.108.692;902.486;1.695.838;1.792.488;1.653.651;1.085.885;1.601.770;1.502.479;4.233.602;2.341.897;2.010.022;;-14,90%;3,60%;45,80%;16,30%;0,70%;26,30%;-39,20%;2,20%;-18,60%;87,90%;5,70%;-7,70%;-34,30%;47,50%;-6,20%;181,80%;-44,70%;-14,20%
13120;Ñuñoa;9.644.128;11.396.278;5.061.749;6.784.779;13.847.261;4.801.781;5.006.853;4.960.278;6.345.041;6.137.743;16.248.298;21.188.662;22.319.180;33.134.574;22.679.209;21.236.198;27.080.199;28.763.802;31.421.514;;18,20%;-55,60%;34,00%;104,10%;-65,30%;4,30%;-0,90%;27,90%;-3,30%;164,70%;30,40%;5,30%;48,50%;-31,60%;-6,40%;27,50%;6,20%;9,20%
;Alojamiento turístico;22.345;28.109;33.159;31.925;31.917;24.877;117.923;120.290;83.144;80.791;38.355;43.158;35.622;127.440;120.390;63.474;59.555;70.804;61.361;;25,80%;18,00%;-3,70%;0,00%;-22,10%;374,00%;2,00%;-30,90%;-2,80%;-52,50%;12,50%;-17,50%;257,80%;-5,50%;-47,30%;-6,20%;18,90%;-13,30%
;Actividades de provisión de alimentos y bebidas;7.487.792;9.002.268;2.217.167;2.616.026;10.676.515;1.604.075;1.912.081;1.392.918;1.525.650;1.709.001;1.939.282;1.946.828;15.422.072;16.916.588;17.747.742;17.968.180;21.746.366;23.800.800;26.938.953;;20,20%;-75,40%;18,00%;308,10%;-85,00%;19,20%;-27,20%;9,50%;12,00%;13,50%;0,40%;692,20%;9,70%;4,90%;1,20%;21,00%;9,40%;13,20%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;254.630;323.182;584.783;669.942;398.601;538.108;556.973;677.650;929.211;828.914;771.924;608.983;652.140;673.185;639.760;614.745;580.521;661.289;957.340;;26,90%;80,90%;14,60%;-40,50%;35,00%;3,50%;21,70%;37,10%;-10,80%;-6,90%;-21,10%;7,10%;3,20%;-5,00%;-3,90%;-5,60%;13,90%;44,80%
;Transporte de pasajeros por agua;*;*;*;0;*;*;*;*;*;*;*;0;0;*;0;*;*;*;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;*;*;*;*;*;*;*;0;0;0;*;0;0;0;0;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;103.271;350.217;316.445;329.844;148.405;470.493;202.240;610.805;573.454;534.199;527.887;5.776.837;569.492;468.123;558.498;481.843;473.345;579.299;557.962;;239,10%;-9,60%;4,20%;-55,00%;217,00%;-57,00%;202,00%;-6,10%;-6,80%;-1,20%;994,30%;-90,10%;-17,80%;19,30%;-13,70%;-1,80%;22,40%;-3,70%
;Actividades de agencias de viajes y de otros servicios de reservas;19.879;20.665;11.284;*;13.029;89.673;8.220;5.314;145.768;139.068;153.070;189.972;157.171;64.170;70.278;70.340;55.307;72.125;90.461;;4,00%;-45,40%;;;588,30%;-90,80%;-35,30%;2643,10%;-4,60%;10,10%;24,10%;-17,30%;-59,20%;9,50%;0,10%;-21,40%;30,40%;25,40%
;Actividades culturales;60.052;81.492;88.317;60.663;65.367;95.964;88.472;88.999;120.373;116.959;251.314;424.536;550.606;573.236;464.267;224.901;293.244;508.992;504.795;;35,70%;8,40%;-31,30%;7,80%;46,80%;-7,80%;0,60%;35,30%;-2,80%;114,90%;68,90%;29,70%;4,10%;-19,00%;-51,60%;30,40%;73,60%;-0,80%
;Actividades deportivas y recreativas;0;0;2.583;0;0;0;22.750;0;69.691;72.493;156.659;390.866;245.105;337.785;225.124;110.615;179.831;308.359;285.691;;;;-100,00%;;;;-100,00%;;4,00%;116,10%;149,50%;-37,30%;37,80%;-33,40%;-50,90%;62,60%;71,50%;-7,40%
;Comercio al por menor de bienes característicos del turismo;41.716;44.567;16.680;19.795;18.825;26.225;18.066;16.348;17.765;23.376;59.522;85.796;69.929;70.092;33.627;11.009;16.911;8.841;10.977;;6,80%;-62,60%;18,70%;-4,90%;39,30%;-31,10%;-9,50%;8,70%;31,60%;154,60%;44,10%;-18,50%;0,20%;-52,00%;-67,30%;53,60%;-47,70%;24,20%
;Actividades relacionadas con segundos hogares y multipropiedades;1.654.444;1.545.778;1.791.330;3.056.584;2.494.603;1.952.365;2.080.127;2.047.954;2.879.985;2.632.941;12.350.284;11.721.686;4.617.043;13.903.955;2.819.524;1.691.090;3.675.120;2.753.293;2.013.974;;-6,60%;15,90%;70,60%;-18,40%;-21,70%;6,50%;-1,50%;40,60%;-8,60%;369,10%;-5,10%;-60,60%;201,10%;-79,70%;-40,00%;117,30%;-25,10%;-26,90%
13121;Pedro Aguirre Cerda;789.086;910.156;881.348;882.253;1.190.443;968.145;861.304;595.208;531.413;771.960;1.025.062;1.435.542;1.297.490;1.371.426;1.267.523;1.409.355;1.662.361;2.162.394;1.445.854;;15,30%;-3,20%;0,10%;34,90%;-18,70%;-11,00%;-30,90%;-10,70%;45,30%;32,80%;40,00%;-9,60%;5,70%;-7,60%;11,20%;18,00%;30,10%;-33,10%
;Alojamiento turístico;*;*;*;*;*;*;0;0;0;0;0;0;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;98.750;119.858;119.561;107.670;89.582;95.291;91.512;85.018;97.618;87.012;131.998;128.005;214.473;300.125;208.453;184.786;263.466;226.155;227.794;;21,40%;-0,20%;-9,90%;-16,80%;6,40%;-4,00%;-7,10%;14,80%;-10,90%;51,70%;-3,00%;67,60%;39,90%;-30,50%;-11,40%;42,60%;-14,20%;0,70%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;95.768;99.126;97.300;101.225;100.705;105.376;101.155;129.223;133.077;172.954;186.389;208.627;222.647;283.037;291.245;245.483;301.280;318.433;314.695;;3,50%;-1,80%;4,00%;-0,50%;4,60%;-4,00%;27,70%;3,00%;30,00%;7,80%;11,90%;6,70%;27,10%;2,90%;-15,70%;22,70%;5,70%;-1,20%
;Transporte de pasajeros por agua;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;*;*;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;*;*;*;*;*;*;*;*;*;*;72.645;65.444;41.994;15.344;7.956;*;*;*;*;;;;;;;;;;;;-9,90%;-35,80%;-63,50%;-48,10%;;;;
;Actividades de agencias de viajes y de otros servicios de reservas;0;0;0;0;0;0;0;0;0;0;*;*;28.985;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades culturales;*;*;*;*;*;*;*;*;*;*;*;0;*;16.449;113.760;0;0;7.469;0;;;;;;;;;;;;;;;591,60%;-100,00%;;;-100,00%
;Actividades deportivas y recreativas;*;0;0;0;*;*;*;*;0;0;39.897;45.956;98.685;34.724;8.325;0;2.072;0;0;;;;;;;;;;;;15,20%;114,70%;-64,80%;-76,00%;-100,00%;;-100,00%;
;Comercio al por menor de bienes característicos del turismo;3.091;3.236;5.879;*;3.337;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;4,70%;81,70%;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;591.477;687.936;658.608;673.357;996.819;767.478;668.637;380.967;300.718;511.994;594.133;987.510;690.707;721.747;637.783;979.085;1.095.542;1.610.337;903.364;;16,30%;-4,30%;2,20%;48,00%;-23,00%;-12,90%;-43,00%;-21,10%;70,30%;16,00%;66,20%;-30,10%;4,50%;-11,60%;53,50%;11,90%;47,00%;-43,90%
13122;Peñalolén;1.975.067;2.395.829;2.221.639;1.384.226;1.179.847;3.701.102;2.887.719;3.832.575;3.804.175;6.040.835;8.188.135;6.688.345;4.783.811;4.737.334;5.435.820;5.299.395;5.103.847;6.862.396;4.985.247;;21,30%;-7,30%;-37,70%;-14,80%;213,70%;-22,00%;32,70%;-0,70%;58,80%;35,50%;-18,30%;-28,50%;-1,00%;14,70%;-2,50%;-3,70%;34,50%;-27,40%
;Alojamiento turístico;*;0;*;*;*;*;*;*;*;*;*;0;0;*;*;*;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;134.972;163.643;188.978;196.013;181.560;235.060;226.961;269.140;312.958;308.448;527.621;673.069;661.340;806.973;909.527;521.273;863.234;1.078.307;1.007.822;;21,20%;15,50%;3,70%;-7,40%;29,50%;-3,40%;18,60%;16,30%;-1,40%;71,10%;27,60%;-1,70%;22,00%;12,70%;-42,70%;65,60%;24,90%;-6,50%
;Transporte de pasajeros por ferrocarril;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;96.095;314.746;132.041;172.608;126.082;184.841;224.176;300.657;377.096;393.954;503.219;281.496;327.675;501.989;512.224;476.796;546.762;565.981;347.099;;227,50%;-58,00%;30,70%;-27,00%;46,60%;21,30%;34,10%;25,40%;4,50%;27,70%;-44,10%;16,40%;53,20%;2,00%;-6,90%;14,70%;3,50%;-38,70%
;Transporte de pasajeros por agua;0;*;*;*;*;*;*;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;*;*;*;*;*;*;*;*;*;*;0;0;*;*;0;*;0;0;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;14.986;29.485;27.441;24.245;22.860;23.491;42.236;45.817;37.264;52.766;76.247;110.719;109.673;37.300;31.055;32.698;42.120;51.823;45.940;;96,70%;-6,90%;-11,60%;-5,70%;2,80%;79,80%;8,50%;-18,70%;41,60%;44,50%;45,20%;-0,90%;-66,00%;-16,70%;5,30%;28,80%;23,00%;-11,40%
;Actividades de agencias de viajes y de otros servicios de reservas;*;*;*;*;*;*;*;*;*;*;50.097;257.343;239.193;28.968;15.462;3.119;0;0;0;;;;;;;;;;;;413,70%;-7,10%;-87,90%;-46,60%;-79,80%;-100,00%;;
;Actividades culturales;0;*;0;0;0;0;18.772;*;0;24.737;37.478;53.101;56.449;132.166;74.327;17.061;25.601;87.282;143.520;;;;;;;;;;;51,50%;41,70%;6,30%;134,10%;-43,80%;-77,00%;50,10%;240,90%;64,40%
;Actividades deportivas y recreativas;0;0;0;0;0;0;0;0;0;0;45.283;48.699;118.432;97.884;105.525;43.302;58.570;106.886;64.344;;;;;;;;;;;;7,50%;143,20%;-17,40%;7,80%;-59,00%;35,30%;82,50%;-39,80%
;Comercio al por menor de bienes característicos del turismo;9.265;8.963;5.722;5.057;6.975;6.219;4.351;4.109;4.702;8.162;24.683;33.173;34.051;4.923;7.957;2.355;10.130;10.525;4.840;;-3,30%;-36,20%;-11,60%;37,90%;-10,80%;-30,00%;-5,60%;14,50%;73,60%;202,40%;34,40%;2,60%;-85,50%;61,60%;-70,40%;330,10%;3,90%;-54,00%
;Actividades relacionadas con segundos hogares y multipropiedades;1.719.748;1.878.992;1.867.457;986.302;842.369;3.251.491;2.371.223;3.212.852;3.072.155;5.252.768;6.923.507;5.230.746;3.236.998;3.127.131;3.779.741;4.202.791;3.557.430;4.961.593;3.371.682;;9,30%;-0,60%;-47,20%;-14,60%;286,00%;-27,10%;35,50%;-4,40%;71,00%;31,80%;-24,40%;-38,10%;-3,40%;20,90%;11,20%;-15,40%;39,50%;-32,00%
13123;Providencia;45.959.888;50.568.059;58.865.837;52.308.433;117.848.035;56.736.483;62.207.299;65.507.176;77.101.561;85.293.248;125.577.670;135.039.425;127.858.408;138.876.740;115.498.763;93.166.478;118.579.629;118.009.118;118.259.653;;10,00%;16,40%;-11,10%;125,30%;-51,90%;9,60%;5,30%;17,70%;10,60%;47,20%;7,50%;-5,30%;8,60%;-16,80%;-19,30%;27,30%;-0,50%;0,20%
;Alojamiento turístico;1.735.314;2.796.506;3.372.947;3.645.064;3.019.587;3.020.600;3.192.980;4.303.414;4.014.984;4.176.682;3.290.948;1.764.638;1.788.160;3.052.799;3.747.018;1.955.665;2.604.786;4.138.972;5.049.900;;61,20%;20,60%;8,10%;-17,20%;0,00%;5,70%;34,80%;-6,70%;4,00%;-21,20%;-46,40%;1,30%;70,70%;22,70%;-47,80%;33,20%;58,90%;22,00%
;Actividades de provisión de alimentos y bebidas;5.983.653;6.049.836;6.784.605;6.867.304;70.142.776;8.898.654;8.537.877;9.932.002;9.230.557;10.067.485;12.575.324;14.716.774;13.717.956;18.358.893;18.173.295;11.742.529;14.776.469;18.601.712;19.662.388;;1,10%;12,10%;1,20%;921,40%;-87,30%;-4,10%;16,30%;-7,10%;9,10%;24,90%;17,00%;-6,80%;33,80%;-1,00%;-35,40%;25,80%;25,90%;5,70%
;Transporte de pasajeros por ferrocarril;*;*;*;*;*;*;*;*;*;*;*;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;568.910;1.351.125;1.529.122;1.822.656;1.675.510;1.314.339;2.496.962;3.042.808;3.545.698;3.284.266;3.659.122;4.493.086;5.377.132;3.787.125;3.887.321;4.183.624;5.857.473;6.587.997;9.244.409;;137,50%;13,20%;19,20%;-8,10%;-21,60%;90,00%;21,90%;16,50%;-7,40%;11,40%;22,80%;19,70%;-29,60%;2,60%;7,60%;40,00%;12,50%;40,30%
;Transporte de pasajeros por agua;*;*;*;*;*;*;*;1.190.178;0;1.462.956;*;*;*;*;*;*;*;*;*;;;;;;;;;-100,00%;;;;;;;;;;
;Transporte aéreo de pasajeros;1.234.146;1.439.753;1.576.697;1.639.139;1.461.566;1.620.388;2.097.037;2.645.374;661.868;2.208.328;2.266.743;108.925;127.505;971.500;2.498.929;781.512;238.768;414.170;584.133;;16,70%;9,50%;4,00%;-10,80%;10,90%;29,40%;26,10%;-75,00%;233,70%;2,60%;-95,20%;17,10%;661,90%;157,20%;-68,70%;-69,40%;73,50%;41,00%
;Alquiler de equipos de transporte;2.486.598;4.608.836;5.344.934;5.148.662;6.621.416;6.267.995;6.948.388;7.721.060;7.475.795;7.002.476;12.747.283;9.864.957;5.299.230;12.759.289;11.891.352;7.663.283;9.417.561;7.887.214;7.370.628;;85,30%;16,00%;-3,70%;28,60%;-5,30%;10,90%;11,10%;-3,20%;-6,30%;82,00%;-22,60%;-46,30%;140,80%;-6,80%;-35,60%;22,90%;-16,20%;-6,50%
;Actividades de agencias de viajes y de otros servicios de reservas;11.053.071;10.712.060;10.207.913;8.508.891;8.860.966;9.145.871;7.380.988;2.812.226;3.253.136;4.005.096;7.467.994;4.333.106;3.456.974;8.932.458;9.171.886;3.633.821;4.381.041;11.462.501;12.003.548;;-3,10%;-4,70%;-16,60%;4,10%;3,20%;-19,30%;-61,90%;15,70%;23,10%;86,50%;-42,00%;-20,20%;158,40%;2,70%;-60,40%;20,60%;161,60%;4,70%
;Actividades culturales;389.068;420.216;431.567;489.719;501.381;460.306;651.763;538.835;663.967;891.189;6.864.457;8.564.318;7.647.183;3.313.054;2.464.694;1.223.161;1.589.157;2.865.892;2.199.498;;8,00%;2,70%;13,50%;2,40%;-8,20%;41,60%;-17,30%;23,20%;34,20%;670,30%;24,80%;-10,70%;-56,70%;-25,60%;-50,40%;29,90%;80,30%;-23,30%
;Actividades deportivas y recreativas;327.188;374.882;206.048;285.464;372.021;112.565;935.446;646.828;55.950;695.840;708.003;1.245.513;1.362.771;1.571.414;1.166.640;1.057.772;537.251;1.642.213;1.318.573;;14,60%;-45,00%;38,50%;30,30%;-69,70%;731,00%;-30,90%;-91,40%;1143,70%;1,70%;75,90%;9,40%;15,30%;-25,80%;-9,30%;-49,20%;205,70%;-19,70%
;Comercio al por menor de bienes característicos del turismo;125.574;129.311;104.315;102.848;91.112;106.149;76.297;138.728;205.026;142.719;959.601;1.525.905;915.937;93.029;107.438;52.971;66.321;104.405;175.583;;3,00%;-19,30%;-1,40%;-11,40%;16,50%;-28,10%;81,80%;47,80%;-30,40%;572,40%;59,00%;-40,00%;-89,80%;15,50%;-50,70%;25,20%;57,40%;68,20%
;Actividades relacionadas con segundos hogares y multipropiedades;22.056.367;22.685.534;29.307.689;23.798.686;25.101.700;25.789.615;29.889.560;32.535.723;47.994.581;51.356.209;75.038.195;88.422.204;88.165.559;86.037.178;62.390.189;60.872.139;79.110.803;64.304.044;60.650.993;;2,90%;29,20%;-18,80%;5,50%;2,70%;15,90%;8,90%;47,50%;7,00%;46,10%;17,80%;-0,30%;-2,40%;-27,50%;-2,40%;30,00%;-18,70%;-5,70%
13124;Pudahuel;1.977.709;1.563.581;2.781.490;3.279.558;3.444.433;4.191.694;7.732.852;4.729.252;4.688.451;2.604.419;11.255.430;21.121.458;15.230.019;21.539.340;30.777.834;27.839.294;24.776.931;25.842.721;38.009.117;;-20,90%;77,90%;17,90%;5,00%;21,70%;84,50%;-38,80%;-0,90%;-44,50%;332,20%;87,70%;-27,90%;41,40%;42,90%;-9,50%;-11,00%;4,30%;47,10%
;Alojamiento turístico;*;0;0;410.252;0;0;0;629.670;*;0;0;0;0;1.632.951;1.570.936;856.701;1.366.213;2.044.405;2.106.515;;;;;-100,00%;;;;;;;;;;-3,80%;-45,50%;59,50%;49,60%;3,00%
;Actividades de provisión de alimentos y bebidas;880.539;891.875;575.111;498.892;1.116.091;1.149.332;1.119.165;1.266.532;1.427.741;1.100.570;1.699.524;11.144.722;4.032.960;5.910.132;4.918.528;2.381.396;3.526.638;5.439.447;3.704.334;;1,30%;-35,50%;-13,30%;123,70%;3,00%;-2,60%;13,20%;12,70%;-22,90%;54,40%;555,80%;-63,80%;46,50%;-16,80%;-51,60%;48,10%;54,20%;-31,90%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;154.992;259.157;651.330;392.427;431.855;635.638;768.238;1.056.575;1.099.719;358.372;1.097.612;420.191;514.696;855.289;934.724;578.263;884.034;997.041;1.037.546;;67,20%;151,30%;-39,70%;10,00%;47,20%;20,90%;37,50%;4,10%;-67,40%;206,30%;-61,70%;22,50%;66,20%;9,30%;-38,10%;52,90%;12,80%;4,10%
;Transporte de pasajeros por agua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;*;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;225.936;206.960;469.730;659.192;535.696;690.243;3.991.035;1.044.369;1.290.196;9.506;4.348.780;5.248.977;4.394.023;8.796.092;9.634.542;10.326.779;10.349.639;11.108.669;12.407.725;;-8,40%;127,00%;40,30%;-18,70%;28,80%;478,20%;-73,80%;23,50%;-99,30%;45645,80%;20,70%;-16,30%;100,20%;9,50%;7,20%;0,20%;7,30%;11,70%
;Actividades de agencias de viajes y de otros servicios de reservas;*;*;*;*;*;*;*;*;*;*;232.626;262.353;15.656;10.536;7.788;0;*;*;*;;;;;;;;;;;;12,80%;-94,00%;-32,70%;-26,10%;-100,00%;;;
;Actividades culturales;*;*;*;*;*;*;*;*;*;*;0;6.042;12.728;7.746;46.343;12.770;1.000;5.571;23.239;;;;;;;;;;;;;110,70%;-39,10%;498,30%;-72,40%;-92,20%;457,00%;317,10%
;Actividades deportivas y recreativas;0;0;0;*;0;0;0;0;0;0;69.928;82.109;84.773;39.610;35.719;11.762;9.230;8.016;15.620;;;;;;;;;;;;17,40%;3,20%;-53,30%;-9,80%;-67,10%;-21,50%;-13,20%;94,90%
;Comercio al por menor de bienes característicos del turismo;73.821;75.707;64.422;61.794;46.733;48.268;52.137;50.147;39.349;*;*;2.870;8.859;68.870;63.494;20.336;17.817;15.971;5.250;;2,60%;-14,90%;-4,10%;-24,40%;3,30%;8,00%;-3,80%;-21,50%;;;;208,60%;677,40%;-7,80%;-68,00%;-12,40%;-10,40%;-67,10%
;Actividades relacionadas con segundos hogares y multipropiedades;642.421;129.882;1.020.897;1.257.000;1.314.058;1.668.213;1.802.276;681.958;831.446;1.135.970;3.806.960;3.954.193;6.166.322;4.218.113;13.565.760;13.651.286;8.622.360;6.223.600;18.708.888;;-79,80%;686,00%;23,10%;4,50%;27,00%;8,00%;-62,20%;21,90%;36,60%;235,10%;3,90%;55,90%;-31,60%;221,60%;0,60%;-36,80%;-27,80%;200,60%
13125;Quilicura;1.724.378;2.550.044;2.891.745;3.388.524;4.929.362;2.220.384;36.490.733;3.368.782;6.016.394;8.689.950;165.781.674;314.362.606;327.547.862;347.524.559;15.677.429;13.291.510;13.800.606;20.595.961;11.306.391;;47,90%;13,40%;17,20%;45,50%;-55,00%;1543,40%;-90,80%;78,60%;44,40%;1807,70%;89,60%;4,20%;6,10%;-95,50%;-15,20%;3,80%;49,20%;-45,10%
;Alojamiento turístico;*;*;*;*;*;*;*;*;0;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;1.169.940;1.577.609;1.921.324;2.151.910;3.573.381;636.988;558.706;670.445;749.060;800.288;1.321.334;10.610.320;1.610.442;2.117.938;3.243.038;3.731.233;1.674.543;2.589.828;4.128.046;;34,80%;21,80%;12,00%;66,10%;-82,20%;-12,30%;20,00%;11,70%;6,80%;65,10%;703,00%;-84,80%;31,50%;53,10%;15,10%;-55,10%;54,70%;59,40%
;Transporte de pasajeros por ferrocarril;0;*;0;0;0;0;0;0;0;0;0;0;0;0;*;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;35.589;50.921;65.388;81.470;121.578;175.434;33.995.270;206.447;1.466.145;1.665.125;1.575.656;1.491.429;1.624.315;346.037;350.060;374.147;526.751;425.159;442.568;;43,10%;28,40%;24,60%;49,20%;44,30%;19277,80%;-99,40%;610,20%;13,60%;-5,40%;-5,30%;8,90%;-78,70%;1,20%;6,90%;40,80%;-19,30%;4,10%
;Transporte de pasajeros por agua;0;0;0;0;0;0;0;0;*;*;*;*;*;0;0;0;*;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;*;0;0;0;*;0;0;*;*;*;0;0;*;*;0;*;0;0;0;;;;;;;;;;;;;;;;;;;
