Región / CUT Comuna ; Nombre Comuna / ACT;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
;Actividades de agencias de viajes y de otros servicios de reservas;0;0;0;0;0;0;0;0;0;0;0;*;*;*;*;*;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades culturales;0;0;*;*;*;0;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;*;*;*;*;*;*;*;*;*;*;0;0;0;0;0;*;0;0;*;;;;;;;;;;;;;;;;;;;
;Comercio al por menor de bienes característicos del turismo;*;*;*;*;*;*;0;0;0;0;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;15.046;10.993;6.423;6.696;6.448;7.320;6.436;3.534;0;11.671;580.177;9.505.055;10.439;304.176;178.522;306.763;380.625;47.172;214.956;;-26,90%;-41,60%;4,30%;-3,70%;13,50%;-12,10%;-45,10%;-100,00%;;4871,30%;1538,30%;-99,90%;2813,80%;-41,30%;71,80%;24,10%;-87,60%;355,70%
6306;Palmilla;1.895;1.996;2.272;2.917;3.439;3.639;4.249;6.481;7.428;8.143;121.738;83.718;142.279;73.565;71.353;91.380;123.836;179.936;134.595;;5,30%;13,80%;28,40%;17,90%;5,80%;16,80%;52,50%;14,60%;9,60%;1395,00%;-31,20%;69,90%;-48,30%;-3,00%;28,10%;35,50%;45,30%;-25,20%
;Alojamiento turístico;*;*;*;*;*;*;*;*;*;*;0;0;0;0;0;0;0;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;1.895;1.996;2.272;1.880;2.120;1.640;1.468;1.374;1.229;1.590;3.735;5.801;67.449;16.683;22.404;4.647;21.027;27.154;30.287;;5,30%;13,80%;-17,20%;12,70%;-22,70%;-10,40%;-6,40%;-10,60%;29,30%;134,90%;55,30%;1062,60%;-75,30%;34,30%;-79,30%;352,40%;29,10%;11,50%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;0;*;0;1.037;1.319;1.999;2.781;5.106;6.199;6.553;10.549;14.545;16.298;29.882;22.079;15.037;16.688;24.645;16.496;;;;;27,20%;51,60%;39,10%;83,60%;21,40%;5,70%;61,00%;37,90%;12,10%;83,30%;-26,10%;-31,90%;11,00%;47,70%;-33,10%
;Transporte de pasajeros por agua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de agencias de viajes y de otros servicios de reservas;0;0;0;0;0;0;0;0;0;0;0;*;*;*;*;*;0;*;*;;;;;;;;;;;;;;;;;;;
;Actividades culturales;0;0;0;0;0;0;0;0;0;0;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;0;*;*;0;*;*;0;0;0;0;*;*;0;0;0;*;0;*;*;;;;;;;;;;;;;;;;;;;
;Comercio al por menor de bienes característicos del turismo;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;*;*;*;*;*;*;*;*;*;*;107.454;63.372;58.532;27.001;26.871;71.696;86.121;128.137;87.812;;;;;;;;;;;;-41,00%;-7,60%;-53,90%;-0,50%;166,80%;20,10%;48,80%;-31,50%
6307;Peralillo;7.930;8.077;5.537;10.958;18.221;18.149;9.490;11.518;13.512;14.088;34.241;44.335;40.795;41.785;35.500;28.915;42.834;50.104;68.162;;1,90%;-31,40%;97,90%;66,30%;-0,40%;-47,70%;21,40%;17,30%;4,30%;143,10%;29,50%;-8,00%;2,40%;-15,00%;-18,50%;48,10%;17,00%;36,00%
;Alojamiento turístico;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;7.021;6.347;3.986;9.760;16.219;16.040;5.692;5.478;6.819;5.991;12.354;10.521;12.623;12.507;16.247;12.096;19.177;25.407;43.639;;-9,60%;-37,20%;144,90%;66,20%;-1,10%;-64,50%;-3,80%;24,50%;-12,10%;106,20%;-14,80%;20,00%;-0,90%;29,90%;-25,50%;58,50%;32,50%;71,80%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;909;1.729;1.551;1.198;2.001;2.110;3.798;6.040;6.693;8.096;21.887;33.814;28.173;29.278;19.253;16.819;23.657;24.696;24.524;;90,20%;-10,30%;-22,80%;67,10%;5,40%;80,00%;59,00%;10,80%;21,00%;170,30%;54,50%;-16,70%;3,90%;-34,20%;-12,60%;40,70%;4,40%;-0,70%
;Transporte de pasajeros por agua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;0;0;0;0;0;*;*;*;*;*;*;*;*;*;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades de agencias de viajes y de otros servicios de reservas;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades culturales;0;0;0;0;0;0;0;0;0;0;0;*;*;*;*;*;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;*;*;*;*;*;*;*;*;*;*;*;0;*;0;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Comercio al por menor de bienes característicos del turismo;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;0;*;0;*;*;0;0;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
6308;Placilla;3.215;2.943;3.695;0;0;0;4.851;0;0;3.562;10.318;32.286;22.608;20.388;36.594;16.820;55.895;28.837;16.722;;-8,50%;25,60%;-100,00%;;;;-100,00%;;;189,60%;212,90%;-30,00%;-9,80%;79,50%;-54,00%;232,30%;-48,40%;-42,00%
;Alojamiento turístico;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;3.215;2.943;3.695;0;0;*;4.851;*;0;3.562;10.318;9.634;7.151;4.732;5.101;4.485;2.301;3.206;4.087;;-8,50%;25,60%;-100,00%;;;;;;;189,60%;-6,60%;-25,80%;-33,80%;7,80%;-12,10%;-48,70%;39,30%;27,50%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;*;*;0;0;0;0;0;0;0;0;0;22.652;15.457;15.656;13.027;2.147;2.932;3.411;3.383;;;;;;;;;;;;;-31,80%;1,30%;-16,80%;-83,50%;36,60%;16,30%;-0,80%
;Transporte de pasajeros por agua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;0;0;0;0;0;0;0;0;0;0;*;*;*;*;0;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de agencias de viajes y de otros servicios de reservas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;;;;;;;;;;;;;;;;;;;
;Actividades culturales;0;*;0;0;0;0;0;0;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Comercio al por menor de bienes característicos del turismo;0;*;*;*;*;0;0;0;*;0;0;*;*;*;*;*;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;*;*;*;*;*;*;*;*;*;*;0;0;*;0;18.466;10.188;50.662;22.220;9.252;;;;;;;;;;;;;;;;-44,80%;397,30%;-56,10%;-58,40%
6309;Pumanque;3.267;2.762;0;0;0;5.155;3.693;4.547;4.726;0;3.304;5.241;6.298;12.033;17.565;5.586;8.556;8.457;8.565;;-15,50%;-100,00%;;;;-28,40%;23,10%;3,90%;-100,00%;;58,60%;20,20%;91,10%;46,00%;-68,20%;53,20%;-1,20%;1,30%
;Alojamiento turístico;0;0;*;*;*;*;*;*;*;*;*;*;*;0;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;3.267;2.762;*;*;*;5.155;3.693;4.547;4.726;*;*;4.064;4.534;9.084;17.565;3.611;6.494;6.457;7.185;;-15,50%;;;;;-28,40%;23,10%;3,90%;;;;11,60%;100,30%;93,40%;-79,40%;79,80%;-0,60%;11,30%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;*;*;*;0;*;0;0;0;0;0;3.304;1.178;1.763;2.949;0;1.975;2.062;2.000;1.379;;;;;;;;;;;;-64,40%;49,70%;67,20%;-100,00%;;4,40%;-3,00%;-31,00%
;Transporte de pasajeros por agua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de agencias de viajes y de otros servicios de reservas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades culturales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;0;0;0;0;0;*;0;0;0;0;0;*;*;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Comercio al por menor de bienes característicos del turismo;0;0;0;0;0;0;0;0;0;0;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;*;*;*;*;*;*;*;0;0;*;*;*;*;*;*;*;*;0;*;;;;;;;;;;;;;;;;;;;
6310;Santa Cruz;84.518;162.877;151.013;106.902;157.543;168.709;258.384;267.113;259.622;299.268;1.249.281;1.724.880;1.273.239;1.354.627;1.015.424;1.658.864;1.664.639;1.771.562;1.848.575;;92,70%;-7,30%;-29,20%;47,40%;7,10%;53,20%;3,40%;-2,80%;15,30%;317,40%;38,10%;-26,20%;6,40%;-25,00%;63,40%;0,30%;6,40%;4,30%
;Alojamiento turístico;1.493;0;2.465;3.909;17.317;23.197;26.864;37.081;44.338;37.162;269.688;101.921;122.688;309.902;290.450;129.295;226.189;330.621;286.528;;-100,00%;;58,60%;343,00%;34,00%;15,80%;38,00%;19,60%;-16,20%;625,70%;-62,20%;20,40%;152,60%;-6,30%;-55,50%;74,90%;46,20%;-13,30%
;Actividades de provisión de alimentos y bebidas;45.670;49.978;55.313;62.669;76.653;86.467;120.214;97.993;97.376;109.418;358.592;183.197;401.355;624.251;291.054;223.329;284.422;347.369;378.656;;9,40%;10,70%;13,30%;22,30%;12,80%;39,00%;-18,50%;-0,60%;12,40%;227,70%;-48,90%;119,10%;55,50%;-53,40%;-23,30%;27,40%;22,10%;9,00%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;1.830;2.718;6.695;6.481;5.434;7.161;21.591;12.041;21.703;38.628;79.824;79.376;86.260;81.780;82.274;215.834;72.027;64.120;65.584;;48,50%;146,30%;-3,20%;-16,20%;31,80%;201,50%;-44,20%;80,20%;78,00%;106,60%;-0,60%;8,70%;-5,20%;0,60%;162,30%;-66,60%;-11,00%;2,30%
;Transporte de pasajeros por agua;0;0;0;0;0;*;*;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;*;*;*;*;*;*;*;*;*;*;29.313;31.272;63.642;23.424;*;*;*;*;*;;;;;;;;;;;;6,70%;103,50%;-63,20%;;;;;
;Actividades de agencias de viajes y de otros servicios de reservas;*;*;*;*;*;*;*;*;*;*;*;16.010;47.696;*;*;*;*;*;*;;;;;;;;;;;;;197,90%;;;;;;
;Actividades culturales;*;*;0;*;0;0;*;*;*;*;*;*;*;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;*;0;0;0;5.285;0;0;0;0;0;18.807;32.919;33.151;4.428;1.104;141;0;0;2.223;;;;;;-100,00%;;;;;;75,00%;0,70%;-86,60%;-75,10%;-87,20%;-100,00%;;
;Comercio al por menor de bienes característicos del turismo;4.818;15.208;3.464;4.115;4.285;3.981;4.084;5.242;5.469;13.081;14.313;229.592;223.358;12.322;9.006;7.309;12.801;11.158;9.435;;215,70%;-77,20%;18,80%;4,10%;-7,10%;2,60%;28,40%;4,30%;139,20%;9,40%;1504,10%;-2,70%;-94,50%;-26,90%;-18,80%;75,10%;-12,80%;-15,40%
;Actividades relacionadas con segundos hogares y multipropiedades;30.707;94.973;83.076;29.729;48.570;47.904;85.631;114.755;90.735;100.979;478.745;1.050.592;295.089;298.520;341.535;1.082.957;1.069.200;1.018.295;1.106.149;;209,30%;-12,50%;-64,20%;63,40%;-1,40%;78,80%;34,00%;-20,90%;11,30%;374,10%;119,40%;-71,90%;1,20%;14,40%;217,10%;-1,30%;-4,80%;8,60%
Región del Maule;;3.851.481;4.862.659;3.283.071;4.178.156;4.343.473;5.510.856;6.514.471;9.071.429;9.779.655;11.934.020;19.497.913;20.777.576;21.648.185;27.542.130;22.026.998;18.254.767;20.992.565;22.729.868;22.052.608;;26,30%;-32,50%;27,30%;4,00%;26,90%;18,20%;39,30%;7,80%;22,00%;63,40%;6,60%;4,20%;27,20%;-20,00%;-17,10%;15,00%;8,30%;-3,00%
7101;Talca;2.122.732;2.450.775;1.399.090;1.872.748;2.012.573;3.124.448;3.541.649;5.518.330;5.504.785;7.639.126;9.316.146;9.975.116;10.009.207;17.808.882;13.688.603;11.667.099;11.443.957;11.516.044;11.536.226;;15,50%;-42,90%;33,90%;7,50%;55,20%;13,40%;55,80%;-0,20%;38,80%;22,00%;7,10%;0,30%;77,90%;-23,10%;-14,80%;-1,90%;0,60%;0,20%
;Alojamiento turístico;62.099;55.349;67.504;95.768;130.816;180.404;193.051;230.101;251.204;257.885;222.425;355.280;267.753;325.454;274.220;160.627;233.490;258.402;243.923;;-10,90%;22,00%;41,90%;36,60%;37,90%;7,00%;19,20%;9,20%;2,70%;-13,80%;59,70%;-24,60%;21,50%;-15,70%;-41,40%;45,40%;10,70%;-5,60%
;Actividades de provisión de alimentos y bebidas;522.215;573.859;618.951;667.358;728.335;819.669;1.047.055;1.537.614;1.286.455;1.372.791;1.488.903;1.408.772;2.096.594;2.049.300;1.684.671;887.019;1.394.792;1.968.993;1.951.239;;9,90%;7,90%;7,80%;9,10%;12,50%;27,70%;46,90%;-16,30%;6,70%;8,50%;-5,40%;48,80%;-2,30%;-17,80%;-47,30%;57,20%;41,20%;-0,90%
;Transporte de pasajeros por ferrocarril;0;*;*;*;*;*;0;0;0;*;*;*;*;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;52.025;71.857;84.889;98.305;117.568;159.838;184.007;243.615;237.128;401.550;502.184;489.944;607.176;894.260;633.695;657.116;865.471;1.064.898;1.293.667;;38,10%;18,10%;15,80%;19,60%;36,00%;15,10%;32,40%;-2,70%;69,30%;25,10%;-2,40%;23,90%;47,30%;-29,10%;3,70%;31,70%;23,00%;21,50%
;Transporte de pasajeros por agua;0;*;*;0;0;0;0;*;*;*;*;*;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;*;*;*;*;*;0;0;0;0;0;0;0;0;*;*;*;*;*;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;56.710;70.952;39.908;28.832;38.626;50.769;45.550;54.215;64.369;67.758;1.059.584;1.126.620;1.109.226;3.745.533;292.191;332.250;189.740;197.746;220.165;;25,10%;-43,80%;-27,80%;34,00%;31,40%;-10,30%;19,00%;18,70%;5,30%;1463,80%;6,30%;-1,50%;237,70%;-92,20%;13,70%;-42,90%;4,20%;11,30%
;Actividades de agencias de viajes y de otros servicios de reservas;15.908;17.845;8.114;18.946;*;*;*;*;*;*;9.633;35.373;56.813;16.509;0;0;0;0;0;;12,20%;-54,50%;133,50%;;;;;;;;267,20%;60,60%;-70,90%;-100,00%;;;;
;Actividades culturales;*;*;*;*;0;0;0;*;0;5.271;69.825;121.500;47.418;120.413;194.809;14.439;31.648;35.401;80.699;;;;;;;;;;;1224,80%;74,00%;-61,00%;153,90%;61,80%;-92,60%;119,20%;11,90%;128,00%
;Actividades deportivas y recreativas;7.675;6.482;4.142;2.789;3.226;0;3.214;6.214;8.395;8.028;186.492;360.750;231.860;178.735;161.223;38.633;64.355;67.069;88.243;;-15,50%;-36,10%;-32,70%;15,70%;-100,00%;;93,40%;35,10%;-4,40%;2222,90%;93,40%;-35,70%;-22,90%;-9,80%;-76,00%;66,60%;4,20%;31,60%
;Comercio al por menor de bienes característicos del turismo;4.972;5.986;3.774;5.756;2.645;6.540;5.642;7.783;9.254;10.519;7.540;7.937;9.060;12.725;11.864;7.001;11.434;10.296;11.289;;20,40%;-37,00%;52,50%;-54,10%;147,30%;-13,70%;37,90%;18,90%;13,70%;-28,30%;5,30%;14,10%;40,50%;-6,80%;-41,00%;63,30%;-9,90%;9,60%
;Actividades relacionadas con segundos hogares y multipropiedades;1.401.127;1.648.444;571.809;954.995;991.357;1.907.228;2.063.129;3.438.787;3.647.979;5.515.324;5.769.561;6.068.940;5.583.306;10.465.953;10.435.930;9.570.014;8.653.027;7.913.238;7.647.000;;17,70%;-65,30%;67,00%;3,80%;92,40%;8,20%;66,70%;6,10%;51,20%;4,60%;5,20%;-8,00%;87,50%;-0,30%;-8,30%;-9,60%;-8,50%;-3,40%
7102;Constitución;207.602;165.223;146.353;165.652;151.400;207.495;234.940;275.979;322.071;349.283;893.195;2.436.214;2.760.291;866.312;845.759;359.088;423.301;506.993;439.780;;-20,40%;-11,40%;13,20%;-8,60%;37,10%;13,20%;17,50%;16,70%;8,40%;155,70%;172,80%;13,30%;-68,60%;-2,40%;-57,50%;17,90%;19,80%;-13,30%
;Alojamiento turístico;19.503;29.639;40.871;44.057;44.072;74.603;80.687;130.914;170.459;174.742;224.539;178.213;212.532;111.578;108.771;89.345;76.188;109.002;80.738;;52,00%;37,90%;7,80%;0,00%;69,30%;8,20%;62,20%;30,20%;2,50%;28,50%;-20,60%;19,30%;-47,50%;-2,50%;-17,90%;-14,70%;43,10%;-25,90%
;Actividades de provisión de alimentos y bebidas;120.241;88.861;71.400;65.313;63.863;72.493;97.160;74.976;79.590;82.795;128.318;141.907;157.607;195.240;205.611;139.083;193.081;254.774;227.859;;-26,10%;-19,70%;-8,50%;-2,20%;13,50%;34,00%;-22,80%;6,20%;4,00%;55,00%;10,60%;11,10%;23,90%;5,30%;-32,40%;38,80%;32,00%;-10,60%
;Transporte de pasajeros por ferrocarril;0;0;0;*;*;*;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;21.786;6.289;11.096;30.799;15.912;32.166;36.742;46.620;50.842;44.437;73.720;81.641;56.039;70.578;62.489;41.088;51.336;46.941;45.565;;-71,10%;76,40%;177,60%;-48,30%;102,10%;14,20%;26,90%;9,10%;-12,60%;65,90%;10,70%;-31,40%;25,90%;-11,50%;-34,20%;24,90%;-8,60%;-2,90%
;Transporte de pasajeros por agua;*;*;*;*;*;*;*;0;0;0;*;*;*;*;0;0;*;*;*;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;36.576;34.979;22.986;25.483;27.554;28.233;20.351;23.468;21.180;18.603;367.306;422.102;544.021;392.859;403.573;26.225;22.163;31.228;36.514;;-4,40%;-34,30%;10,90%;8,10%;2,50%;-27,90%;15,30%;-9,80%;-12,20%;1874,40%;14,90%;28,90%;-27,80%;2,70%;-93,50%;-15,50%;40,90%;16,90%
;Actividades de agencias de viajes y de otros servicios de reservas;*;*;*;*;*;*;*;*;0;*;*;*;*;*;*;*;*;0;0;;;;;;;;;;;;;;;;;;;
;Actividades culturales;0;*;*;0;0;*;*;*;*;*;*;*;*;*;*;*;*;*;0;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;*;*;*;*;*;*;*;*;*;*;*;0;3.645;4.391;0;3.909;5.365;0;2.597;;;;;;;;;;;;;;20,50%;-100,00%;;37,20%;-100,00%;
;Comercio al por menor de bienes característicos del turismo;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;697;*;;;;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;9.495;5.455;0;0;0;0;0;0;0;28.705;99.313;1.612.352;1.786.449;91.666;65.315;59.436;75.168;64.351;46.506;;-42,60%;-100,00%;;;;;;;;246,00%;1523,50%;10,80%;-94,90%;-28,70%;-9,00%;26,50%;-14,40%;-27,70%
7103;Curepto;4.770;5.580;4.452;4.519;4.014;3.849;5.646;4.936;5.314;5.046;11.269;22.212;21.191;19.298;17.085;14.020;19.209;17.607;21.119;;17,00%;-20,20%;1,50%;-11,20%;-4,10%;46,70%;-12,60%;7,70%;-5,10%;123,30%;97,10%;-4,60%;-8,90%;-11,50%;-17,90%;37,00%;-8,30%;19,90%
;Alojamiento turístico;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;4.770;5.580;4.452;4.519;4.014;3.849;5.646;4.936;5.314;5.046;11.269;16.159;13.356;10.554;8.261;7.330;10.170;11.639;15.514;;17,00%;-20,20%;1,50%;-11,20%;-4,10%;46,70%;-12,60%;7,70%;-5,10%;123,30%;43,40%;-17,30%;-21,00%;-21,70%;-11,30%;38,70%;14,40%;33,30%
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;0;*;*;*;*;*;*;*;*;0;0;6.053;7.835;8.743;8.824;6.689;9.039;5.968;5.605;;;;;;;;;;;;;29,40%;11,60%;0,90%;-24,20%;35,10%;-34,00%;-6,10%
;Transporte de pasajeros por agua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;*;*;*;*;*;*;*;0;0;0;*;*;*;*;0;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de agencias de viajes y de otros servicios de reservas;0;0;0;0;0;0;0;0;0;*;*;*;*;*;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Actividades culturales;0;0;0;0;0;0;0;0;0;0;0;0;*;*;*;0;0;*;*;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;*;*;*;*;*;*;*;*;*;0;*;*;*;*;0;0;*;*;*;;;;;;;;;;;;;;;;;;;
;Comercio al por menor de bienes característicos del turismo;0;0;0;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;*;0;0;0;0;0;0;0;0;0;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
7104;Empedrado;*;0;0;0;0;*;*;*;*;*;0;0;0;0;0;0;5.505;5.323;0;;;;;;;;;;;;;;;;;;-3,30%;-100,00%
;Alojamiento turístico;0;0;*;*;*;*;*;*;*;*;*;*;*;*;*;0;*;*;0;;;;;;;;;;;;;;;;;;;
;Actividades de provisión de alimentos y bebidas;*;*;*;*;*;*;*;*;*;*;*;*;0;0;*;*;5.505;5.323;*;;;;;;;;;;;;;;;;;;-3,30%;
;Transporte de pasajeros por ferrocarril;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por carretera;0;*;0;0;0;0;0;0;0;0;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Transporte de pasajeros por agua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Transporte aéreo de pasajeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
;Alquiler de equipos de transporte;0;0;0;0;0;0;0;0;0;0;*;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;
;Actividades de agencias de viajes y de otros servicios de reservas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;0;;;;;;;;;;;;;;;;;;;
;Actividades culturales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;;;;;;;;;;;;;;;;;;;
;Actividades deportivas y recreativas;0;0;*;*;*;*;0;*;*;*;*;*;*;*;*;0;0;*;0;;;;;;;;;;;;;;;;;;;
;Comercio al por menor de bienes característicos del turismo;0;*;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;;;;;;;;;;;;;;;;;;;
;Actividades relacionadas con segundos hogares y multipropiedades;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
7105;Maule;73.896;22.632;27.137;36.611;35.414;43.453;44.867;53.151;61.415;58.818;1.982.371;148.350;152.348;310.974;307.935;458.020;293.911;381.797;413.981;;-69,40%;19,90%;34,90%;-3,30%;22,70%;3,30%;18,50%;15,50%;-4,20%;3270,40%;-92,50%;2,70%;104,10%;-1,00%;48,70%;-35,80%;29,90%;8,40%
;Alojamiento turístico;*;*;*;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
