Año Comercial;Region del domicilio o casa matriz;Provincia del domicilio o casa matriz;Comuna del domicilio o casa matriz;Actividad economica;Glosa actividad economica;Número de empresas;Ventas anuales en UF;Trabajadores dependientes informados ponderados;Renta neta informada;Trabajadores a honorarios ponderados por meses trabajados;Honorarios pagados informados;COD_ACT;ACT;CUT_comuna;ACT Prioritaria;
2020;Región de Los Lagos;Osorno;Osorno;791100;Actividades de agencias de viajes;12;1.546,04;0,750;99,9070;2;38,825;8;Actividades de agencias de viajes y de otros servicios de reservas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;791200;Actividades de operadores turísticos;3;*;0,000;*;1;*;8;Actividades de agencias de viajes y de otros servicios de reservas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;10;*;2,000;*;2;*;9;Actividades culturales;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;900002;Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares;3;*;0,000;*;0;*;9;Actividades culturales;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;900003;Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros;2;*;2,083;*;1;*;9;Actividades culturales;10301;NO;
2020;Región de Los Lagos;Osorno;Osorno;900004;Servicios prestados por periodistas independientes;1;*;0,000;*;0;*;9;Actividades culturales;10301;NO;
2020;Región de Los Lagos;Osorno;Osorno;900009;Otras actividades creativas, artísticas y de entretenimiento n.c.p.;3;*;0,250;*;1;*;9;Actividades culturales;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;910200;Actividades de museos, gestión de lugares y edificios históricos;1;*;0,000;*;0;*;9;Actividades culturales;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;772100;Alquiler y arrendamiento de equipo recreativo y deportivo;2;*;31,917;*;0;*;10;Actividades deportivas y recreativas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;920010;Actividades de casinos de juegos;1;*;176,500;*;8;*;10;Actividades deportivas y recreativas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;920090;Otras actividades de juegos de azar y apuestas n.c.p.;2;*;0,000;*;1;*;10;Actividades deportivas y recreativas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;931109;Gestión de otras instalaciones deportivas n.c.p.;2;*;7,333;*;0;*;10;Actividades deportivas y recreativas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;931901;Promoción y organización de competencias deportivas;9;*;0,000;*;3;*;10;Actividades deportivas y recreativas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;931909;Otras actividades deportivas n.c.p.;16;2.997,66;4,000;219,8280;3;241,036;10;Actividades deportivas y recreativas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";24;7.967,75;12,667;1.361,5590;3;51,826;10;Actividades deportivas y recreativas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;932909;Otras actividades de esparcimiento y recreativas n.c.p.;41;5.956,07;12,833;989,0740;5;422,447;10;Actividades deportivas y recreativas;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;87;19.288,88;9,833;1.358,6500;16;857,153;11;Comercio al por menor de bienes característicos del turismo;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;119;503.299,72;135,167;20.763,0510;54;7.212,839;12;Actividades relacionadas con segundos hogares y multipropiedades;10301;SI;
2020;Región de Los Lagos;Osorno;Osorno;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;336;1.779.167,76;162,417;38.686,0330;109;19.203,226;12;Actividades relacionadas con segundos hogares y multipropiedades;10301;NO;
2020;Región de Los Lagos;Osorno;Osorno;681020;Servicios imputados de alquiler de viviendas;1;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10301;NO;
2020;Región de Los Lagos;Osorno;Osorno;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;34;40.523,50;21,583;4.590,8720;14;5.602,615;12;Actividades relacionadas con segundos hogares y multipropiedades;10301;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;551001;Actividades de hoteles;6;*;5,000;*;3;*;1;Alojamiento turístico;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;551003;Actividades de residenciales para turistas;1;*;0,083;*;1;*;1;Alojamiento turístico;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;0;*;1;Alojamiento turístico;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;552000;Actividades de camping y de parques para casas rodantes;1;*;0,000;*;0;*;1;Alojamiento turístico;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;559001;Actividades de residenciales para estudiantes y trabajadores;3;*;0,000;*;1;*;1;Alojamiento turístico;10302;NO;
2020;Región de Los Lagos;Osorno;Puerto Octay;559009;Otras actividades de alojamiento n.c.p.;19;7.862,69;0,833;102,7570;7;118,039;1;Alojamiento turístico;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;561000;Actividades de restaurantes y de servicio móvil de comidas;22;23.332,28;33,750;5.131,6670;8;538,366;2;Actividades de provisión de alimentos y bebidas;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";1;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;492210;Servicios de transporte de escolares;4;*;1,250;*;0;*;4;Transporte de pasajeros por carretera;10302;NO;
2020;Región de Los Lagos;Osorno;Puerto Octay;492220;Servicios de transporte de trabajadores;5;*;2,167;*;1;*;4;Transporte de pasajeros por carretera;10302;NO;
2020;Región de Los Lagos;Osorno;Puerto Octay;492240;Servicios de transporte a turistas;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;492250;Transporte de pasajeros en buses interurbanos;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;5;*;0,000;*;2;*;4;Transporte de pasajeros por carretera;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;771000;Alquiler de vehículos automotores sin chofer;21;4.538,05;0,000;0,0000;7;59,222;7;Alquiler de equipos de transporte;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;931909;Otras actividades deportivas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;932909;Otras actividades de esparcimiento y recreativas n.c.p.;3;*;0,000;*;0;*;10;Actividades deportivas y recreativas;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;4;*;2,750;*;1;*;11;Comercio al por menor de bienes característicos del turismo;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;7;*;1,000;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10302;SI;
2020;Región de Los Lagos;Osorno;Puerto Octay;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;15;99.092,31;8,750;2.970,4490;9;2.813,640;12;Actividades relacionadas con segundos hogares y multipropiedades;10302;NO;
2020;Región de Los Lagos;Osorno;Purranque;551003;Actividades de residenciales para turistas;1;*;0,000;*;0;*;1;Alojamiento turístico;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;552000;Actividades de camping y de parques para casas rodantes;1;*;0,000;*;0;*;1;Alojamiento turístico;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;559001;Actividades de residenciales para estudiantes y trabajadores;5;*;0,750;*;3;*;1;Alojamiento turístico;10303;NO;
2020;Región de Los Lagos;Osorno;Purranque;559009;Otras actividades de alojamiento n.c.p.;4;*;1,500;*;1;*;1;Alojamiento turístico;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;561000;Actividades de restaurantes y de servicio móvil de comidas;49;14.366,19;7,333;407,8200;16;218,198;2;Actividades de provisión de alimentos y bebidas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";6;*;9,833;*;3;*;2;Actividades de provisión de alimentos y bebidas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;3;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;492210;Servicios de transporte de escolares;17;9.400,22;2,917;242,1810;0;1,551;4;Transporte de pasajeros por carretera;10303;NO;
2020;Región de Los Lagos;Osorno;Purranque;492220;Servicios de transporte de trabajadores;9;*;0,417;*;0;*;4;Transporte de pasajeros por carretera;10303;NO;
2020;Región de Los Lagos;Osorno;Purranque;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;492250;Transporte de pasajeros en buses interurbanos;6;*;6,417;*;2;*;4;Transporte de pasajeros por carretera;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;21;4.425,05;0,000;0,0000;0;0,986;4;Transporte de pasajeros por carretera;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;502100;Transporte de pasajeros por vías de navegación interiores;1;*;0,750;*;0;*;5;Transporte de pasajeros por agua;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;771000;Alquiler de vehículos automotores sin chofer;10;*;1,000;*;3;*;7;Alquiler de equipos de transporte;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;791100;Actividades de agencias de viajes;2;*;0,000;*;2;*;8;Actividades de agencias de viajes y de otros servicios de reservas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;1;*;0,000;*;0;*;9;Actividades culturales;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;920090;Otras actividades de juegos de azar y apuestas n.c.p.;1;*;1,000;*;1;*;10;Actividades deportivas y recreativas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;931109;Gestión de otras instalaciones deportivas n.c.p.;2;*;0,000;*;0;*;10;Actividades deportivas y recreativas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;931909;Otras actividades deportivas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";1;*;1,083;*;0;*;10;Actividades deportivas y recreativas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;932909;Otras actividades de esparcimiento y recreativas n.c.p.;3;*;0,333;*;1;*;10;Actividades deportivas y recreativas;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;6;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;3;*;3,167;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10303;SI;
2020;Región de Los Lagos;Osorno;Purranque;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;24;72.802,16;2,000;196,3770;6;557,628;12;Actividades relacionadas con segundos hogares y multipropiedades;10303;NO;
2020;Región de Los Lagos;Osorno;Puyehue;551001;Actividades de hoteles;13;129.259,47;272,083;43.203,4290;13;1.565,430;1;Alojamiento turístico;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;551003;Actividades de residenciales para turistas;1;*;0,000;*;0;*;1;Alojamiento turístico;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;1;*;1;Alojamiento turístico;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;552000;Actividades de camping y de parques para casas rodantes;1;*;0,000;*;0;*;1;Alojamiento turístico;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;559001;Actividades de residenciales para estudiantes y trabajadores;7;*;1,667;*;3;*;1;Alojamiento turístico;10304;NO;
2020;Región de Los Lagos;Osorno;Puyehue;559009;Otras actividades de alojamiento n.c.p.;24;6.488,94;5,500;662,0010;6;93,271;1;Alojamiento turístico;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;561000;Actividades de restaurantes y de servicio móvil de comidas;36;12.754,97;10,333;1.067,8350;8;133,591;2;Actividades de provisión de alimentos y bebidas;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";8;*;6,250;*;2;*;2;Actividades de provisión de alimentos y bebidas;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;2;*;2,083;*;0;*;2;Actividades de provisión de alimentos y bebidas;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;492210;Servicios de transporte de escolares;12;6.447,01;0,000;0,0000;5;62,216;4;Transporte de pasajeros por carretera;10304;NO;
2020;Región de Los Lagos;Osorno;Puyehue;492220;Servicios de transporte de trabajadores;12;15.814,71;9,667;1.314,7360;4;61,690;4;Transporte de pasajeros por carretera;10304;NO;
2020;Región de Los Lagos;Osorno;Puyehue;492240;Servicios de transporte a turistas;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;492250;Transporte de pasajeros en buses interurbanos;2;*;1,250;*;0;*;4;Transporte de pasajeros por carretera;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;6;*;2,000;*;2;*;4;Transporte de pasajeros por carretera;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;771000;Alquiler de vehículos automotores sin chofer;6;*;0,000;*;0;*;7;Alquiler de equipos de transporte;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;932909;Otras actividades de esparcimiento y recreativas n.c.p.;4;*;0,667;*;1;*;10;Actividades deportivas y recreativas;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;5;*;2,000;*;1;*;11;Comercio al por menor de bienes característicos del turismo;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;6;*;0,000;*;2;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10304;SI;
2020;Región de Los Lagos;Osorno;Puyehue;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;13;59.804,53;5,000;742,1240;4;1.224,135;12;Actividades relacionadas con segundos hogares y multipropiedades;10304;NO;
2020;Región de Los Lagos;Osorno;Puyehue;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;2;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10304;SI;
2020;Región de Los Lagos;Osorno;Río Negro;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;0;*;1;Alojamiento turístico;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;559001;Actividades de residenciales para estudiantes y trabajadores;6;*;0,000;*;2;*;1;Alojamiento turístico;10305;NO;
2020;Región de Los Lagos;Osorno;Río Negro;559009;Otras actividades de alojamiento n.c.p.;3;*;0,000;*;2;*;1;Alojamiento turístico;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;561000;Actividades de restaurantes y de servicio móvil de comidas;26;3.279,41;6,000;249,3180;15;106,548;2;Actividades de provisión de alimentos y bebidas;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";4;*;0,000;*;1;*;2;Actividades de provisión de alimentos y bebidas;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;492210;Servicios de transporte de escolares;6;*;0,750;*;1;*;4;Transporte de pasajeros por carretera;10305;NO;
2020;Región de Los Lagos;Osorno;Río Negro;492220;Servicios de transporte de trabajadores;7;*;2,250;*;4;*;4;Transporte de pasajeros por carretera;10305;NO;
2020;Región de Los Lagos;Osorno;Río Negro;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;4;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;492250;Transporte de pasajeros en buses interurbanos;6;*;19,833;*;3;*;4;Transporte de pasajeros por carretera;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;11;5.291,10;2,417;132,2530;5;32,125;4;Transporte de pasajeros por carretera;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;771000;Alquiler de vehículos automotores sin chofer;10;*;60,250;*;6;*;7;Alquiler de equipos de transporte;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;791100;Actividades de agencias de viajes;1;*;0,000;*;1;*;8;Actividades de agencias de viajes y de otros servicios de reservas;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;1;*;0,000;*;0;*;9;Actividades culturales;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;900002;Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares;1;*;0,833;*;1;*;9;Actividades culturales;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";1;*;0,000;*;1;*;10;Actividades deportivas y recreativas;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;2;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;4;*;4,417;*;2;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10305;SI;
2020;Región de Los Lagos;Osorno;Río Negro;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;8;*;4,000;*;2;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10305;NO;
2020;Región de Los Lagos;Osorno;Río Negro;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;1;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10305;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;551001;Actividades de hoteles;4;*;0,000;*;0;*;1;Alojamiento turístico;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;0;*;1;Alojamiento turístico;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;559001;Actividades de residenciales para estudiantes y trabajadores;1;*;0,000;*;0;*;1;Alojamiento turístico;10306;NO;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;559009;Otras actividades de alojamiento n.c.p.;10;*;0,000;*;1;*;1;Alojamiento turístico;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;561000;Actividades de restaurantes y de servicio móvil de comidas;25;5.929,21;2,500;107,7510;2;24,643;2;Actividades de provisión de alimentos y bebidas;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";1;*;0,000;*;1;*;2;Actividades de provisión de alimentos y bebidas;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;492210;Servicios de transporte de escolares;1;*;1,000;*;1;*;4;Transporte de pasajeros por carretera;10306;NO;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;492220;Servicios de transporte de trabajadores;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10306;NO;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;492240;Servicios de transporte a turistas;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;492250;Transporte de pasajeros en buses interurbanos;2;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;501100;Transporte de pasajeros marítimo y de cabotaje;1;*;0,750;*;1;*;5;Transporte de pasajeros por agua;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;771000;Alquiler de vehículos automotores sin chofer;1;*;0,750;*;0;*;7;Alquiler de equipos de transporte;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;791100;Actividades de agencias de viajes;1;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;791200;Actividades de operadores turísticos;1;*;0,417;*;1;*;8;Actividades de agencias de viajes y de otros servicios de reservas;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;932909;Otras actividades de esparcimiento y recreativas n.c.p.;2;*;0,000;*;0;*;10;Actividades deportivas y recreativas;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;5;*;0,000;*;2;*;11;Comercio al por menor de bienes característicos del turismo;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;2;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10306;SI;
2020;Región de Los Lagos;Osorno;San Juan de la Costa;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;1;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10306;SI;
2020;Región de Los Lagos;Osorno;San Pablo;559001;Actividades de residenciales para estudiantes y trabajadores;2;*;0,083;*;0;*;1;Alojamiento turístico;10307;NO;
2020;Región de Los Lagos;Osorno;San Pablo;559009;Otras actividades de alojamiento n.c.p.;2;*;0,000;*;1;*;1;Alojamiento turístico;10307;SI;
2020;Región de Los Lagos;Osorno;San Pablo;561000;Actividades de restaurantes y de servicio móvil de comidas;8;*;0,917;*;2;*;2;Actividades de provisión de alimentos y bebidas;10307;SI;
2020;Región de Los Lagos;Osorno;San Pablo;492210;Servicios de transporte de escolares;6;*;1,000;*;1;*;4;Transporte de pasajeros por carretera;10307;NO;
2020;Región de Los Lagos;Osorno;San Pablo;492220;Servicios de transporte de trabajadores;4;*;2,667;*;1;*;4;Transporte de pasajeros por carretera;10307;NO;
2020;Región de Los Lagos;Osorno;San Pablo;492250;Transporte de pasajeros en buses interurbanos;2;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;10307;SI;
2020;Región de Los Lagos;Osorno;San Pablo;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;3;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10307;SI;
2020;Región de Los Lagos;Osorno;San Pablo;502100;Transporte de pasajeros por vías de navegación interiores;1;*;0,000;*;0;*;5;Transporte de pasajeros por agua;10307;SI;
2020;Región de Los Lagos;Osorno;San Pablo;771000;Alquiler de vehículos automotores sin chofer;1;*;0,000;*;0;*;7;Alquiler de equipos de transporte;10307;SI;
2020;Región de Los Lagos;Osorno;San Pablo;791100;Actividades de agencias de viajes;1;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;10307;SI;
2020;Región de Los Lagos;Osorno;San Pablo;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;10307;SI;
2020;Región de Los Lagos;Osorno;San Pablo;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;9;*;0,000;*;6;*;12;Actividades relacionadas con segundos hogares y multipropiedades;10307;NO;
2020;Región de Los Lagos;Palena;Chaitén;551001;Actividades de hoteles;15;12.285,55;13,083;2.884,3550;5;298,421;1;Alojamiento turístico;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;551002;Actividades de moteles;1;*;0,000;*;0;*;1;Alojamiento turístico;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;551003;Actividades de residenciales para turistas;2;*;0,000;*;0;*;1;Alojamiento turístico;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;551009;Otras actividades de alojamiento para turistas n.c.p.;3;*;0,000;*;0;*;1;Alojamiento turístico;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;552000;Actividades de camping y de parques para casas rodantes;2;*;0,000;*;0;*;1;Alojamiento turístico;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;559001;Actividades de residenciales para estudiantes y trabajadores;26;9.562,75;2,583;347,2880;5;131,829;1;Alojamiento turístico;10401;NO;
2020;Región de Los Lagos;Palena;Chaitén;559009;Otras actividades de alojamiento n.c.p.;38;4.194,16;3,000;559,0450;5;105,393;1;Alojamiento turístico;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;561000;Actividades de restaurantes y de servicio móvil de comidas;33;19.886,92;13,833;1.472,0040;5;144,789;2;Actividades de provisión de alimentos y bebidas;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";4;*;0,250;*;0;*;2;Actividades de provisión de alimentos y bebidas;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;492220;Servicios de transporte de trabajadores;3;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10401;NO;
2020;Región de Los Lagos;Palena;Chaitén;492240;Servicios de transporte a turistas;3;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;14;4.789,88;1,250;186,5820;4;63,803;4;Transporte de pasajeros por carretera;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;501100;Transporte de pasajeros marítimo y de cabotaje;5;*;5,667;*;0;*;5;Transporte de pasajeros por agua;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;502100;Transporte de pasajeros por vías de navegación interiores;6;*;11,667;*;2;*;5;Transporte de pasajeros por agua;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;771000;Alquiler de vehículos automotores sin chofer;1;*;0,000;*;0;*;7;Alquiler de equipos de transporte;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;791100;Actividades de agencias de viajes;4;*;3,167;*;1;*;8;Actividades de agencias de viajes y de otros servicios de reservas;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;910200;Actividades de museos, gestión de lugares y edificios históricos;1;*;0,333;*;0;*;9;Actividades culturales;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;932909;Otras actividades de esparcimiento y recreativas n.c.p.;4;*;0,000;*;1;*;10;Actividades deportivas y recreativas;10401;SI;
2020;Región de Los Lagos;Palena;Chaitén;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;1,000;*;1;*;11;Comercio al por menor de bienes característicos del turismo;10401;SI;
