Año Comercial;Region del domicilio o casa matriz;Provincia del domicilio o casa matriz;Comuna del domicilio o casa matriz;Actividad economica;Glosa actividad economica;Número de empresas;Ventas anuales en UF;Trabajadores dependientes informados ponderados;Renta neta informada;Trabajadores a honorarios ponderados por meses trabajados;Honorarios pagados informados;COD_ACT;ACT;CUT_comuna;ACT Prioritaria;
2012;Región de Tarapacá;Iquique;Iquique;551001;Actividades de hoteles;85;516.282,96;515,166;68.130,9550;166;16.350,792;1;Alojamiento turístico;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;551002;Actividades de moteles;3;*;5,750;*;2;*;1;Alojamiento turístico;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;559001;Actividades de residenciales para estudiantes y trabajadores;81;75.200,78;84,417;5.989,1840;48;3.211,949;1;Alojamiento turístico;1101;NO;
2012;Región de Tarapacá;Iquique;Iquique;559009;Otras actividades de alojamiento n.c.p.;22;59.725,64;60,250;6.684,3820;59;8.392,627;1;Alojamiento turístico;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;561000;Actividades de restaurantes y de servicio móvil de comidas;406;1.084.098,49;1.080,583;89.823,7840;231;14.714,293;2;Actividades de provisión de alimentos y bebidas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";236;289.941,43;256,250;20.734,3960;106;5.450,974;2;Actividades de provisión de alimentos y bebidas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;8;*;11,583;*;4;*;2;Actividades de provisión de alimentos y bebidas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;491100;Transporte interurbano de pasajeros por ferrocarril;1;*;1,000;*;0;*;3;Transporte de pasajeros por ferrocarril;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;492210;Servicios de transporte de escolares;20;3.689,99;0,000;0,0000;0;0,687;4;Transporte de pasajeros por carretera;1101;NO;
2012;Región de Tarapacá;Iquique;Iquique;492220;Servicios de transporte de trabajadores;54;515.299,22;605,500;94.338,0870;17;2.133,824;4;Transporte de pasajeros por carretera;1101;NO;
2012;Región de Tarapacá;Iquique;Iquique;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;65;21.179,67;12,417;879,3130;6;879,552;4;Transporte de pasajeros por carretera;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;492240;Servicios de transporte a turistas;12;15.090,34;15,583;1.203,8570;3;495,609;4;Transporte de pasajeros por carretera;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;492250;Transporte de pasajeros en buses interurbanos;47;160.276,30;315,917;32.075,8650;12;1.022,900;4;Transporte de pasajeros por carretera;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;269;418.287,64;891,333;71.870,7690;53;3.298,977;4;Transporte de pasajeros por carretera;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;502100;Transporte de pasajeros por vías de navegación interiores;2;*;7,417;*;1;*;5;Transporte de pasajeros por agua;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;511000;Transporte de pasajeros por vía aérea;1;*;0,000;*;0;*;6;Transporte aéreo de pasajeros;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;771000;Alquiler de vehículos automotores sin chofer;40;73.827,23;15,250;5.108,4750;7;186,793;7;Alquiler de equipos de transporte;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;791100;Actividades de agencias de viajes;23;33.504,22;39,583;3.478,5460;6;2.102,582;8;Actividades de agencias de viajes y de otros servicios de reservas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;9;*;4,083;*;3;*;9;Actividades culturales;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;900002;Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares;2;*;1,000;*;1;*;9;Actividades culturales;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;900003;Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros;1;*;0,000;*;0;*;9;Actividades culturales;1101;NO;
2012;Región de Tarapacá;Iquique;Iquique;900004;Servicios prestados por periodistas independientes;1;*;0,000;*;0;*;9;Actividades culturales;1101;NO;
2012;Región de Tarapacá;Iquique;Iquique;772100;Alquiler y arrendamiento de equipo recreativo y deportivo;2;*;0,000;*;0;*;10;Actividades deportivas y recreativas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;920090;Otras actividades de juegos de azar y apuestas n.c.p.;1;*;2,000;*;0;*;10;Actividades deportivas y recreativas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;931109;Gestión de otras instalaciones deportivas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;931901;Promoción y organización de competencias deportivas;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;932100;Actividades de parques de atracciones y parques temáticos;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";2;*;2,000;*;1;*;10;Actividades deportivas y recreativas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;932909;Otras actividades de esparcimiento y recreativas n.c.p.;22;45.448,68;16,250;1.501,4500;10;1.319,926;10;Actividades deportivas y recreativas;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;35;25.197,36;25,833;2.180,1920;23;871,608;11;Comercio al por menor de bienes característicos del turismo;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;85;152.019,54;143,833;22.055,1090;73;13.936,252;12;Actividades relacionadas con segundos hogares y multipropiedades;1101;SI;
2012;Región de Tarapacá;Iquique;Iquique;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;240;2.463.680,20;521,000;145.615,3230;184;62.280,792;12;Actividades relacionadas con segundos hogares y multipropiedades;1101;NO;
2012;Región de Tarapacá;Iquique;Iquique;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;32;62.855,27;29,583;5.076,2330;16;9.458,090;12;Actividades relacionadas con segundos hogares y multipropiedades;1101;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;551001;Actividades de hoteles;1;*;0,000;*;0;*;1;Alojamiento turístico;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;559001;Actividades de residenciales para estudiantes y trabajadores;3;*;0,000;*;1;*;1;Alojamiento turístico;1107;NO;
2012;Región de Tarapacá;Iquique;Alto Hospicio;559009;Otras actividades de alojamiento n.c.p.;2;*;0,000;*;0;*;1;Alojamiento turístico;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;561000;Actividades de restaurantes y de servicio móvil de comidas;53;26.367,99;12,583;955,2420;19;245,193;2;Actividades de provisión de alimentos y bebidas;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";65;41.200,46;25,667;3.072,0670;29;798,509;2;Actividades de provisión de alimentos y bebidas;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;492210;Servicios de transporte de escolares;6;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;1107;NO;
2012;Región de Tarapacá;Iquique;Alto Hospicio;492220;Servicios de transporte de trabajadores;12;22.020,22;2,000;77,3530;2;36,603;4;Transporte de pasajeros por carretera;1107;NO;
2012;Región de Tarapacá;Iquique;Alto Hospicio;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;17;5.589,28;0,000;0,0000;3;84,481;4;Transporte de pasajeros por carretera;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;492240;Servicios de transporte a turistas;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;492250;Transporte de pasajeros en buses interurbanos;15;13.536,91;6,750;424,1770;3;28,980;4;Transporte de pasajeros por carretera;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;39;64.899,57;28,167;2.847,4800;8;446,669;4;Transporte de pasajeros por carretera;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;771000;Alquiler de vehículos automotores sin chofer;8;*;8,917;*;1;*;7;Alquiler de equipos de transporte;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;1;*;0,000;*;0;*;9;Actividades culturales;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;920090;Otras actividades de juegos de azar y apuestas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";2;*;0,000;*;1;*;10;Actividades deportivas y recreativas;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;932909;Otras actividades de esparcimiento y recreativas n.c.p.;5;*;0,000;*;0;*;10;Actividades deportivas y recreativas;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;5;*;0,000;*;1;*;11;Comercio al por menor de bienes característicos del turismo;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;8;*;7,000;*;2;*;12;Actividades relacionadas con segundos hogares y multipropiedades;1107;SI;
2012;Región de Tarapacá;Iquique;Alto Hospicio;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;10;*;6,833;*;6;*;12;Actividades relacionadas con segundos hogares y multipropiedades;1107;NO;
2012;Región de Tarapacá;Iquique;Alto Hospicio;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;1;*;0,000;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;1107;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;551001;Actividades de hoteles;14;140.981,34;67,167;8.162,4990;24;6.802,139;1;Alojamiento turístico;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;559001;Actividades de residenciales para estudiantes y trabajadores;18;73.462,97;31,833;3.165,2890;7;208,165;1;Alojamiento turístico;1401;NO;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;559009;Otras actividades de alojamiento n.c.p.;5;*;2,417;*;2;*;1;Alojamiento turístico;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;561000;Actividades de restaurantes y de servicio móvil de comidas;33;38.826,85;28,500;2.616,0900;12;525,375;2;Actividades de provisión de alimentos y bebidas;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";15;30.637,15;20,833;2.121,3800;5;213,331;2;Actividades de provisión de alimentos y bebidas;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;3;*;0,000;*;1;*;2;Actividades de provisión de alimentos y bebidas;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;492220;Servicios de transporte de trabajadores;6;*;55,167;*;3;*;4;Transporte de pasajeros por carretera;1401;NO;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;492250;Transporte de pasajeros en buses interurbanos;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;7;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;771000;Alquiler de vehículos automotores sin chofer;2;*;0,000;*;0;*;7;Alquiler de equipos de transporte;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;932909;Otras actividades de esparcimiento y recreativas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;2;*;0,000;*;1;*;11;Comercio al por menor de bienes característicos del turismo;1401;SI;
2012;Región de Tarapacá;Tamarugal;Pozo Almonte;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;5;*;0,000;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;1401;SI;
2012;Región de Tarapacá;Tamarugal;Camiña;551001;Actividades de hoteles;1;*;0,000;*;0;*;1;Alojamiento turístico;1402;SI;
2012;Región de Tarapacá;Tamarugal;Camiña;559001;Actividades de residenciales para estudiantes y trabajadores;2;*;0,000;*;0;*;1;Alojamiento turístico;1402;NO;
2012;Región de Tarapacá;Tamarugal;Camiña;561000;Actividades de restaurantes y de servicio móvil de comidas;1;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;1402;SI;
2012;Región de Tarapacá;Tamarugal;Camiña;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";1;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;1402;SI;
2012;Región de Tarapacá;Tamarugal;Camiña;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;1402;SI;
2012;Región de Tarapacá;Tamarugal;Camiña;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;1402;SI;
2012;Región de Tarapacá;Tamarugal;Colchane;551001;Actividades de hoteles;1;*;0,250;*;0;*;1;Alojamiento turístico;1403;SI;
2012;Región de Tarapacá;Tamarugal;Colchane;559001;Actividades de residenciales para estudiantes y trabajadores;1;*;0,000;*;0;*;1;Alojamiento turístico;1403;NO;
2012;Región de Tarapacá;Tamarugal;Colchane;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;1403;SI;
2012;Región de Tarapacá;Tamarugal;Colchane;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;1403;SI;
2012;Región de Tarapacá;Tamarugal;Huara;551001;Actividades de hoteles;2;*;30,000;*;1;*;1;Alojamiento turístico;1404;SI;
2012;Región de Tarapacá;Tamarugal;Huara;559001;Actividades de residenciales para estudiantes y trabajadores;3;*;1,000;*;2;*;1;Alojamiento turístico;1404;NO;
2012;Región de Tarapacá;Tamarugal;Huara;561000;Actividades de restaurantes y de servicio móvil de comidas;8;*;1,000;*;5;*;2;Actividades de provisión de alimentos y bebidas;1404;SI;
2012;Región de Tarapacá;Tamarugal;Huara;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";7;*;0,000;*;1;*;2;Actividades de provisión de alimentos y bebidas;1404;SI;
2012;Región de Tarapacá;Tamarugal;Huara;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;2;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;1404;SI;
2012;Región de Tarapacá;Tamarugal;Huara;771000;Alquiler de vehículos automotores sin chofer;1;*;0,000;*;0;*;7;Alquiler de equipos de transporte;1404;SI;
2012;Región de Tarapacá;Tamarugal;Huara;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;2;*;0,000;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;1404;SI;
2012;Región de Tarapacá;Tamarugal;Pica;551001;Actividades de hoteles;10;*;5,333;*;5;*;1;Alojamiento turístico;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;559001;Actividades de residenciales para estudiantes y trabajadores;6;*;1,000;*;4;*;1;Alojamiento turístico;1405;NO;
2012;Región de Tarapacá;Tamarugal;Pica;559009;Otras actividades de alojamiento n.c.p.;8;*;1,667;*;3;*;1;Alojamiento turístico;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;561000;Actividades de restaurantes y de servicio móvil de comidas;16;17.526,22;5,250;452,5740;5;71,270;2;Actividades de provisión de alimentos y bebidas;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";6;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;1;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;492250;Transporte de pasajeros en buses interurbanos;6;*;6,250;*;2;*;4;Transporte de pasajeros por carretera;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;5;*;6,667;*;1;*;4;Transporte de pasajeros por carretera;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;1;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;1405;SI;
2012;Región de Tarapacá;Tamarugal;Pica;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;3;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;1405;NO;
2012;Región de Antofagasta;Antofagasta;Antofagasta;551001;Actividades de hoteles;86;1.265.976,70;892,416;160.737,8850;173;54.998,807;1;Alojamiento turístico;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;551002;Actividades de moteles;2;*;22,417;*;8;*;1;Alojamiento turístico;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;559001;Actividades de residenciales para estudiantes y trabajadores;95;214.966,61;85,917;9.756,2420;55;6.056,415;1;Alojamiento turístico;2101;NO;
2012;Región de Antofagasta;Antofagasta;Antofagasta;559009;Otras actividades de alojamiento n.c.p.;30;53.185,43;26,417;3.996,8580;17;1.762,733;1;Alojamiento turístico;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;561000;Actividades de restaurantes y de servicio móvil de comidas;443;1.691.042,07;1.415,499;170.617,7360;336;35.749,310;2;Actividades de provisión de alimentos y bebidas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";150;263.665,88;164,500;20.903,8890;76;6.027,439;2;Actividades de provisión de alimentos y bebidas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;7;*;1,917;*;14;*;2;Actividades de provisión de alimentos y bebidas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;491100;Transporte interurbano de pasajeros por ferrocarril;1;*;0,000;*;0;*;3;Transporte de pasajeros por ferrocarril;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;492210;Servicios de transporte de escolares;24;1.143,86;0,000;0,0000;0;0,974;4;Transporte de pasajeros por carretera;2101;NO;
2012;Región de Antofagasta;Antofagasta;Antofagasta;492220;Servicios de transporte de trabajadores;257;2.426.695,02;549,333;147.012,3230;84;11.369,864;4;Transporte de pasajeros por carretera;2101;NO;
2012;Región de Antofagasta;Antofagasta;Antofagasta;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;61;79.726,09;58,500;12.199,6650;8;247,710;4;Transporte de pasajeros por carretera;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;492240;Servicios de transporte a turistas;9;*;5,917;*;13;*;4;Transporte de pasajeros por carretera;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;492250;Transporte de pasajeros en buses interurbanos;21;46.978,64;21,750;5.209,8080;3;1.126,769;4;Transporte de pasajeros por carretera;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;573;1.939.843,49;1.372,749;657.411,0210;83;13.797,872;4;Transporte de pasajeros por carretera;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;501100;Transporte de pasajeros marítimo y de cabotaje;1;*;20,333;*;3;*;5;Transporte de pasajeros por agua;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;502100;Transporte de pasajeros por vías de navegación interiores;1;*;1,083;*;8;*;5;Transporte de pasajeros por agua;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;771000;Alquiler de vehículos automotores sin chofer;181;664.599,17;258,417;68.420,0220;80;19.265,343;7;Alquiler de equipos de transporte;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;791100;Actividades de agencias de viajes;12;54.751,38;9,000;1.914,3460;8;707,971;8;Actividades de agencias de viajes y de otros servicios de reservas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;17;62.459,51;2,667;174,6820;7;1.011,986;9;Actividades culturales;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;900002;Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares;1;*;0,000;*;0;*;9;Actividades culturales;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;900003;Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros;3;*;0,000;*;3;*;9;Actividades culturales;2101;NO;
2012;Región de Antofagasta;Antofagasta;Antofagasta;910200;Actividades de museos, gestión de lugares y edificios históricos;1;*;2,000;*;0;*;9;Actividades culturales;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;910300;Actividades de jardines botánicos, zoológicos y reservas naturales;1;*;0,000;*;0;*;9;Actividades culturales;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;920010;Actividades de casinos de juegos;1;*;540,000;*;9;*;10;Actividades deportivas y recreativas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;920090;Otras actividades de juegos de azar y apuestas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;931109;Gestión de otras instalaciones deportivas n.c.p.;1;*;2,833;*;1;*;10;Actividades deportivas y recreativas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;931909;Otras actividades deportivas n.c.p.;4;*;0,000;*;10;*;10;Actividades deportivas y recreativas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;932100;Actividades de parques de atracciones y parques temáticos;1;*;2,000;*;2;*;10;Actividades deportivas y recreativas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";5;*;8,917;*;3;*;10;Actividades deportivas y recreativas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;932909;Otras actividades de esparcimiento y recreativas n.c.p.;26;46.408,55;18,083;3.534,6670;71;9.502,385;10;Actividades deportivas y recreativas;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;55;15.511,06;11,417;1.404,6860;17;176,907;11;Comercio al por menor de bienes característicos del turismo;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;169;1.811.131,98;333,000;105.607,2340;150;34.025,001;12;Actividades relacionadas con segundos hogares y multipropiedades;2101;SI;
2012;Región de Antofagasta;Antofagasta;Antofagasta;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;411;3.116.008,32;504,250;138.835,8940;280;100.727,529;12;Actividades relacionadas con segundos hogares y multipropiedades;2101;NO;
2012;Región de Antofagasta;Antofagasta;Antofagasta;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;39;71.407,70;62,833;11.580,0520;23;6.049,287;12;Actividades relacionadas con segundos hogares y multipropiedades;2101;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;551001;Actividades de hoteles;8;*;35,750;*;16;*;1;Alojamiento turístico;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;559001;Actividades de residenciales para estudiantes y trabajadores;15;48.816,77;11,917;1.193,6310;11;395,670;1;Alojamiento turístico;2102;NO;
2012;Región de Antofagasta;Antofagasta;Mejillones;559009;Otras actividades de alojamiento n.c.p.;7;*;0,000;*;3;*;1;Alojamiento turístico;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;561000;Actividades de restaurantes y de servicio móvil de comidas;25;35.952,78;5,667;630,2020;14;451,131;2;Actividades de provisión de alimentos y bebidas;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";9;*;52,000;*;6;*;2;Actividades de provisión de alimentos y bebidas;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;1;*;0,000;*;1;*;2;Actividades de provisión de alimentos y bebidas;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;492220;Servicios de transporte de trabajadores;10;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2102;NO;
2012;Región de Antofagasta;Antofagasta;Mejillones;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;3;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;492250;Transporte de pasajeros en buses interurbanos;2;*;2,333;*;1;*;4;Transporte de pasajeros por carretera;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;17;26.909,55;11,333;1.577,9060;4;138,184;4;Transporte de pasajeros por carretera;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;771000;Alquiler de vehículos automotores sin chofer;3;*;0,000;*;0;*;7;Alquiler de equipos de transporte;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";1;*;0,083;*;1;*;10;Actividades deportivas y recreativas;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;932909;Otras actividades de esparcimiento y recreativas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;3;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;2102;SI;
2012;Región de Antofagasta;Antofagasta;Mejillones;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;1;*;5,833;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;2102;NO;
2012;Región de Antofagasta;Antofagasta;Sierra Gorda;551001;Actividades de hoteles;2;*;10,333;*;1;*;1;Alojamiento turístico;2103;SI;
