Marca temporal;  ¿Cuál es su edad?  ;¿Con qué género se identifica usted?  ;  ¿En qué comuna reside actualmente?  ;  Alojamiento y estadía  ;Responda esta pregunta solo si en la anterior seleccionó “Sí”.  ;¿Qué tipo de alojamiento utilizó?  ;Transporte: $  ;Alojamiento: $  ;Alimentación: $  ;Compras (vino, recuerdos, artesanías): $  ;Seguridad ;Limpieza  ;Comodidad  ;Programación artística  ;Acceso a baños  ;"¿Estás de acuerdo con la afirmación: ""La Vendimia refuerza la identidad cultural de San Fernando""? "
05-03-2025 20:59;31;;San Fernando;No;0;Casa de amigos o familiares;2000;0;0;5000;5;5;5;2;5;5
05-03-2025 21:00;29;;Curico;Sí;2;Casa de amigos o familiares;10000;0;5000;10000;5;5;4;3;4;5
05-03-2025 21:03;38;;Rancagua;No;0;Casa de amigos o familiares;2000;0;15000;5000;5;5;5;4;4;5
05-03-2025 21:03;38;;San Fernando;No;0;Casa de amigos o familiares;10000;0;10000;0;5;5;5;4;3;5
05-03-2025 21:07;54;;San Vicente ;No;0;Casa de amigos o familiares;10000;0;20000;0;5;5;5;4;5;5
05-03-2025 21:09;52;;San vicente;No;0;Viene por el día ;5000;0;100000;50000;5;5;5;4;4;5
05-03-2025 21:15;29;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;20000;5;5;5;5;5;5
05-03-2025 21:16;64;;San Fernando;No;0;Casa de amigos o familiares;5000;0;30000;50000;5;5;5;5;5;5
05-03-2025 21:18;34;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;40000;5;5;5;5;5;5
05-03-2025 21:18;55;;San Fernando;No;0;Casa de amigos o familiares;0;0;30000;30000;5;4;4;3;4;5
05-03-2025 21:24;29;;San Fernando;No;0;Casa de amigos o familiares;0;0;30000;20000;5;5;3;5;5;5
05-03-2025 21:24;29;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;20000;5;5;5;4;3;5
05-03-2025 21:26;33;;San Fernando;No;0;Casa de amigos o familiares;12000;0;10000;13000;5;5;5;4;3;5
05-03-2025 21:27;26;;San Fernando;No;0;Casa de amigos o familiares;2000;0;15000;13000;4;3;3;1;3;5
05-03-2025 21:29;43;;San Fernando;No;0;Casa de amigos o familiares;2000;0;2000;2000;5;5;5;5;5;5
05-03-2025 21:30;67;;San Fernando;No;0;Casa de amigos o familiares;0;0;15000;15000;5;5;5;3;4;5
05-03-2025 21:33;62;;San Fernando;No;0;Casa de amigos o familiares;2000;0;25000;20000;5;5;5;5;5;5
05-03-2025 21:34;51;;Santiago ;Sí;1;Casa de amigos o familiares;5000;0;30000;30000;5;5;5;3;3;5
05-03-2025 21:36;48;;San Fernando;No;0;Casa de amigos o familiares;3000;0;5000;13000;5;4;4;4;4;5
05-03-2025 21:37;57;;San Fernando;No;0;Casa de amigos o familiares;5000;0;20000;26000;5;5;5;5;4;5
05-03-2025 21:39;56;;San Fernando;No;0;Casa de amigos o familiares;0;0;15000;0;5;5;5;5;5;5
05-03-2025 21:39;38;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;0;5;5;5;3;5;5
05-03-2025 21:41;42;;San Fernando;No;0;Casa de amigos o familiares;2000;0;10000;10000;5;5;5;4;5;5
05-03-2025 21:43;38;;San Fernando;No;0;Casa de amigos o familiares;0;0;10000;5000;2;2;4;2;5;5
05-03-2025 21:43;55;;San Fernando;No;0;Casa de amigos o familiares;2000;0;5000;13000;5;5;5;3;5;5
05-03-2025 21:45;25;;San Fernando;No;0;Casa de amigos o familiares;6000;0;10000;20000;5;4;5;3;5;5
05-03-2025 21:45;23;;San Fernando;No;0;Casa de amigos o familiares;2000;0;10000;13000;5;5;5;5;5;5
05-03-2025 21:46;27;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;55000;5;5;5;5;5;5
05-03-2025 21:46;30;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;30000;5;5;5;5;5;5
05-03-2025 21:48;45;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;20000;5;4;5;3;3;5
05-03-2025 21:48;49;;San Fernando;No;0;Casa de amigos o familiares;2000;0;20000;30000;5;5;5;4;3;5
05-03-2025 21:51;37;;Romeral;No;0;Casa de amigos o familiares;35000;0;40000;30000;5;5;5;5;5;5
05-03-2025 21:55;27;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;20000;5;5;4;3;3;5
05-03-2025 21:56;37;;Chimbarongo ;No;0;Casa de amigos o familiares;7000;0;20000;13000;5;5;5;5;5;5
05-03-2025 21:56;26;;San Fernando;No;0;Casa de amigos o familiares;0;0;25000;40000;5;5;5;5;5;5
05-03-2025 21:57;47;;San Fernando;No;0;Casa de amigos o familiares;5000;0;30000;20000;5;5;5;5;5;5
05-03-2025 21:58;52;;San Fernando;No;0;Casa de amigos o familiares;3000;0;10000;20000;5;4;4;4;4;5
05-03-2025 22:00;53;;Chimbarongo ;No;0;Casa de amigos o familiares;5000;0;40000;50000;5;5;5;5;5;5
05-03-2025 22:02;36;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;20000;5;5;5;5;5;5
05-03-2025 22:02;24;;San Fernando;No;0;Casa de amigos o familiares;2000;0;5000;0;5;5;5;3;4;5
05-04-2025 16:11;23;;Chimbarongo ;No;0;Casa de amigos o familiares;5000;0;5000;13000;4;4;4;4;4;4
05-04-2025 16:11;24;;San Fernando;No;0;Casa propia ;1000;0;25000;56000;5;5;3;1;1;5
05-04-2025 16:11;36;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;30000;5;5;3;2;2;5
05-04-2025 16:13;62;;San Fernando;No;0;Casa de amigos o familiares;2300;0;10000;10000;5;5;5;5;5;5
05-04-2025 16:13;62;;San Fernando;No;0;Casa de amigos o familiares;2200;0;10000;0;5;5;5;5;3;5
05-04-2025 16:14;30;;San Fernando;No;0;Casa propia ;22000;0;20000;15000;4;5;5;3;1;5
05-04-2025 16:15;30;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;20000;5;5;5;5;5;5
05-04-2025 16:15;42;;San Fernando;No;0;Casa de amigos o familiares;7000;0;7000;10000;4;5;5;4;4;4
05-04-2025 16:17;45;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;25000;4;4;3;3;2;5
05-04-2025 16:18;44;;San Fernando;No;0;Casa de amigos o familiares;1000;0;30000;26000;5;5;5;3;5;5
05-04-2025 16:19;65;;San Fernando;No;0;Viaje ;2000;0;25000;50000;5;5;5;4;1;5
05-04-2025 16:19;49;;San Fernando;No;0;Casa de amigos o familiares;10000;0;20000;50000;5;5;5;5;2;5
05-04-2025 16:21;30;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;0;4;4;3;5;5;5
05-04-2025 16:24;47;;San Fernando;No;0;Casa de amigos o familiares;2000;0;20000;10000;5;5;3;3;5;5
05-04-2025 16:24;48;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;20000;5;4;4;2;4;5
05-04-2025 16:25;32;;Chepica;No;0;Viaje ;2000;0;20000;0;5;5;5;3;1;5
05-04-2025 16:25;27;;San Fernando;No;0;Casa de amigos o familiares;2000;0;20000;20000;4;4;4;5;5;5
05-04-2025 16:29;45;;San Fernando;No;0;Casa propia ;4000;0;30000;20000;5;5;5;5;3;5
05-04-2025 16:30;33;;San Fernando;No;0;Casa de amigos o familiares;5000;0;30000;30000;5;5;5;3;5;5
05-04-2025 16:30;34;;San Fernando;No;0;Casa de amigos o familiares;2000;0;50000;0;5;5;5;5;5;5
05-04-2025 16:32;65;;Requinua;No;0;Casa de amigos o familiares;5000;0;30000;30000;4;5;3;4;1;5
05-04-2025 16:34;22;;San Fernando;No;0;Casa propia ;10000;0;10000;15000;5;5;5;3;2;5
05-04-2025 16:36;23;;Rancagua ;No;0;Viaje ;12000;0;20000;13000;5;5;5;5;5;5
05-04-2025 16:37;23;;Rancagua ;No;0;Viaje ;12000;0;20000;13000;5;5;5;5;5;5
05-04-2025 16:39;28;;Rancagua ;Sí;2;Casa de amigos o familiares;2000;0;35000;40000;5;4;5;5;4;5
05-04-2025 16:41;56;;San Fernando;No;0;Casa propia ;0;0;20000;20000;5;5;5;5;1;5
05-04-2025 16:43;36;;San Fernando;No;0;Casa de amigos o familiares;0;0;30000;13000;5;5;5;5;4;5
05-04-2025 16:43;39;;San Fernando;No;0;Casa de amigos o familiares;5000;0;10000;13000;5;5;5;5;5;5
05-04-2025 16:44;47;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;35000;5;5;5;5;1;5
05-04-2025 16:45;44;;San Fernando;No;0;Casa de amigos o familiares;2300;0;5000;13000;5;5;5;5;5;5
05-04-2025 16:47;26;;San Fernando;No;0;Casa de amigos o familiares;3000;0;10000;0;5;5;5;3;5;5
05-04-2025 16:47;44;;San Fernando;No;0;Casa propia ;2000;0;0;40000;5;5;3;3;5;5
05-04-2025 16:50;34;;San Fernando;No;0;Casa propia ;1100;0;20000;35000;5;5;5;5;1;5
05-04-2025 16:51;23;;Peñalolen;No;0;Casa de amigos o familiares;5000;0;5000;26000;5;5;5;5;5;5
05-04-2025 16:51;28;;Las cabras;No;0;Viene por el día  ;15000;0;20000;20000;5;5;5;3;3;5
05-04-2025 16:56;42;;San Fernando;No;0;Casa de amigos o familiares;2200;0;30000;30000;5;5;5;5;5;5
05-04-2025 16:57;33;;San Fernando;No;0;Casa de amigos o familiares;2000;0;20000;13000;5;3;1;5;5;1
05-04-2025 16:57;65;;San Fernando;No;0;Casa propia ;0;0;35000;40000;5;5;5;4;2;5
05-04-2025 16:59;45;;Rancagua ;No;0;Viaje ;15000;0;30000;60000;5;5;5;3;2;5
05-04-2025 16:59;30;;Nancagua;No;0;Casa de amigos o familiares;2000;0;20000;13000;5;5;5;3;5;5
05-04-2025 17:00;28;;Nancagua ;No;0;Casa de amigos o familiares;3000;0;10000;5000;5;5;5;3;3;5
05-04-2025 17:02;53;;San Fernando;No;0;Casa de amigos o familiares;0;0;50000;120000;5;5;5;5;5;5
05-04-2025 17:03;38;;San Fernando;No;0;Casa de amigos o familiares;0;0;30000;15000;5;5;5;5;5;5
05-04-2025 17:03;67;;San Fernando;No;0;Casa propia ;0;0;30000;130000;5;5;5;3;2;5
05-04-2025 17:04;52;;Santiago ;Sí;7;Casa de amigos o familiares;30000;0;50000;50000;5;5;5;5;5;5
05-04-2025 17:08;38;;San Fernando;No;0;Casa de amigos o familiares;5000;0;40000;0;5;5;5;3;5;5
05-04-2025 17:08;18;;San Fernando;No;0;Casa de amigos o familiares;0;0;40000;20000;5;5;3;5;4;5
05-04-2025 17:08;18;;Malloa;No;0;Viaje ;15000;0;50000;30000;5;5;5;5;3;5
05-04-2025 17:12;27;;La Florida ;No;0;Hotel/Hostal;15000;76000;25000;15000;5;5;5;5;5;5
05-04-2025 17:12;27;;Santiago ;No;0;Hotel/Hostal;20000;250000;30000;20000;5;5;5;5;5;5
05-04-2025 17:18;34;;San Fernando;No;0;Casa de amigos o familiares;2000;0;10000;13000;5;5;5;4;4;5
05-04-2025 17:18;20;;San Fernando;No;0;Casa propia ;1100;0;20000;10000;5;5;5;5;2;5
05-04-2025 17:20;61;;San Fernando;No;0;Casa de amigos o familiares;20000;0;20000;0;5;5;5;5;5;5
05-04-2025 17:22;25;;San Fernando;No;0;Casa de amigos o familiares;5000;0;25000;0;5;5;5;1;3;5
05-04-2025 17:25;29;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;15000;3;5;4;5;3;5
05-04-2025 17:25;26;;San Fernando;No;0;Casa de amigos o familiares;3500;0;20000;15000;5;5;5;3;3;5
05-04-2025 17:27;54;;San Fernando;No;0;Casa de amigos o familiares;5000;0;15000;20000;5;5;5;5;5;5
05-04-2025 17:27;45;;Santa Cruz ;Sí;4;Casa de amigos o familiares;7000;0;45000;65000;5;5;5;4;1;5
05-04-2025 17:30;60;;San Fernando;No;0;Casa de amigos o familiares;8000;0;10000;13000;5;5;5;5;5;5
05-04-2025 17:30;26;;San Fernando;No;0;Casa propia ;1000;0;50000;45000;5;5;5;4;2;5
05-04-2025 17:32;21;;San Fernando;No;0;Casa propia ;0;0;10000;5000;4;4;4;3;2;5
05-04-2025 17:32;61;;San Fernando;No;0;Casa de amigos o familiares;0;0;10000;0;5;5;5;3;4;5
05-04-2025 17:34;60;;San Fernando;No;0;Casa de amigos o familiares;5000;0;15000;10000;5;5;5;5;5;5
05-04-2025 17:35;49;;Iquique;Sí;2,77;Casa de amigos o familiares;120000;0;100000;0;3;4;4;3;1;5
05-04-2025 17:35;35;;San Fernando;No;0;Casa de amigos o familiares;2000;0;15000;13000;5;5;5;5;5;5
05-04-2025 17:35;26;;San Fernando;No;0;Casa de amigos o familiares;0;0;15000;20000;5;5;5;5;5;5
05-04-2025 17:37;20;;Talca;Sí;4;Casa de amigos o familiares;10000;0;20000;30000;4;5;3;4;1;5
05-04-2025 17:38;26;;San Fernando;No;0;Casa de amigos o familiares;0;0;0;30000;3;3;4;4;2;5
05-04-2025 17:38;39;;San Fernando;No;0;Casa de amigos o familiares;0;0;2000;13000;5;5;5;1;2;5
05-04-2025 17:40;20;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;30000;5;5;5;1;5;5
05-04-2025 17:40;32;;San Fernando;No;0;Casa propia ;0;0;10000;60000;5;5;5;1;1;5
05-04-2025 17:42;25;;Santa Cruz ;No;0;Casa de amigos o familiares;5000;0;15000;20000;5;5;5;5;5;5
05-04-2025 17:42;22;;Santa Cruz ;No;0;Viaje;10000;0;30000;50000;5;5;5;1;1;5
05-04-2025 17:43;36;;San Fernando;No;0;Casa de amigos o familiares;0;0;200000;0;5;5;1;1;1;5
05-04-2025 17:46;34;;San Fernando;No;0;Casa propia ;1100;0;50000;15000;5;4;4;3;5;5
05-04-2025 17:49;25;;San Fernando;No;0;Casa propia ;2200;0;8000;15000;5;3;4;5;5;5
05-04-2025 17:50;56;;San Fernando;No;0;Casa propia ;2200;0;15000;30000;5;5;5;5;5;5
05-04-2025 17:53;51;;San Fernando;No;0;Casa de amigos o familiares;5000;0;5000;26000;5;5;5;3;5;1
05-04-2025 18:06;61;;San Fernando;No;0;Casa de amigos o familiares;0;0;10000;13000;5;5;5;5;5;5
05-04-2025 18:08;46;;San Fernando;No;0;Casa de amigos o familiares;0;0;35000;40000;5;5;5;4;2;5
05-04-2025 18:08;59;;San Fernando;No;0;Casa de amigos o familiares;0;0;5000;13000;5;5;5;5;5;5
05-04-2025 18:08;27;;San Fernando;No;0;Casa de amigos o familiares;5000;0;7000;80000;4;4;5;4;4;5
05-04-2025 18:09;28;;San Fernando;No;0;Casa de amigos o familiares;0;0;10000;40000;5;5;5;5;5;5
05-04-2025 18:11;39;;San Fernando;No;0;Casa de amigos o familiares;0;0;10000;0;5;5;5;5;5;5
05-04-2025 18:12;70;;Placilla;No;0;Viaje ;4000;0;28000;23000;5;5;5;5;1;5
05-04-2025 18:12;46;;San Fernando;No;0;Casa de amigos o familiares;0;0;1000;13000;3;3;3;1;1;5
05-04-2025 18:13;22;;San Fernando;No;0;Casa de amigos o familiares;2300;0;5000;13000;4;1;5;3;3;5
05-04-2025 18:13;22;;San Fernando;No;0;Casa de amigos o familiares;0;0;5000;10000;5;5;5;1;5;5
05-04-2025 18:14;28;;San Fernando;No;0;Casa de amigos o familiares;3000;0;5000;26000;5;5;4;4;4;4
05-04-2025 18:14;47;;Chimbarongo ;No;0;Viaje ;5000;0;15000;15000;4;5;5;3;3;5
05-04-2025 18:17;34;;San Fernando;No;0;Casa propia ;1500;0;30000;30000;5;5;5;5;2;5
05-04-2025 18:18;44;;Las condes;No;0;Casa de amigos o familiares;60000;0;100000;50000;5;5;5;5;4;5
05-04-2025 18:20;26;;Rengo;No;0;Casa de amigos o familiares;2000;0;20000;0;5;3;4;5;5;5
05-04-2025 18:21;45;;San Fernando;No;0;Casa de amigos o familiares;4800;0;0;0;3;1;1;1;2;5
05-04-2025 18:21;20;;Tinguiririca;No;0;Casa propia ;0;0;20000;20000;5;5;5;4;2;5
05-04-2025 18:22;48;;San Fernando;No;0;Casa de amigos o familiares;0;0;0;0;5;5;3;5;5;5
05-04-2025 18:22;19;;San Fernando;No;0;Casa de amigos o familiares;4600;0;2000;0;4;2;3;1;1;5
05-04-2025 18:23;26;;Rengo;No;0;Viaje ;1000;0;20000;10000;3;5;5;5;4;5
05-04-2025 18:24;45;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;0;5;5;5;5;5;5
05-04-2025 18:25;37;;San Fernando;No;0;Casa de amigos o familiares;0;0;10000;5000;5;5;5;3;5;5
05-04-2025 18:26;18;;San Fernando;No;0;Casa de amigos o familiares;0;0;5000;0;5;5;5;5;5;5
05-04-2025 18:26;54;;San Fernando;No;0;Casa propia ;3000;0;40000;30000;5;5;5;5;2;5
05-04-2025 18:29;35;;Chimbarongo ;No;0;Viaje ;3000;0;50000;30000;5;5;5;5;1;5
05-04-2025 18:32;71;;San Fernando;No;0;Casa de amigos o familiares;5000;0;10000;50000;5;5;4;4;4;5
05-04-2025 18:32;22;;San Fernando;No;0;Casa de amigos o familiares;0;0;40000;65000;5;5;5;4;1;5
05-04-2025 18:33;28;;San Fernando;No;0;Casa de amigos o familiares;3000;0;60000;20000;5;5;5;3;1;5
05-04-2025 18:35;45;;San Fernando;No;0;Casa de amigos o familiares;5000;0;40000;60000;5;5;4;5;3;5
05-04-2025 18:35;27;;San Fernando;No;0;Casa de amigos o familiares;5000;0;15000;20000;5;4;5;3;3;5
05-04-2025 18:37;27;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;15000;5;5;5;5;5;5
05-04-2025 18:39;28;;San Fernando;No;0;Casa de amigos o familiares;4800;0;10000;10000;5;5;5;1;5;5
05-04-2025 18:39;28;;San Fernando;No;0;Casa propia ;2200;0;35000;30000;5;5;5;5;1;5
05-04-2025 18:39;28;;San Fernando;No;0;Casa de amigos o familiares;2200;0;20000;10000;4;5;5;4;5;5
05-04-2025 18:44;29;;San Fernando;No;0;Casa de amigos o familiares;0;0;30000;40000;5;5;5;3;1;5
05-04-2025 18:45;56;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;10000;5;5;5;5;5;5
05-04-2025 18:48;20;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;20000;5;4;4;4;4;5
05-04-2025 18:49;21;;San Fernando;No;0;Casa de amigos o familiares;5000;0;10000;0;5;5;3;5;3;5
05-04-2025 18:52;28;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;10000;5;5;3;3;1;5
05-04-2025 18:53;30;;San Fernando;No;0;Casa de amigos o familiares;2200;0;50000;45000;5;4;5;4;1;5
05-04-2025 18:54;51;;San Fernando;No;0;Casa de amigos o familiares;5000;0;15000;13000;5;5;5;5;5;5
05-04-2025 18:57;37;;San Fernando;No;0;Casa de amigos o familiares;2200;0;0;0;5;5;4;3;2;5
05-04-2025 18:57;48;;San Fernando;No;0;Casa de amigos o familiares;2000;0;5000;0;5;5;5;3;5;5
05-04-2025 18:57;50;;San Fernando;No;0;Casa de amigos o familiares;10000;0;30000;45000;5;5;5;3;3;5
05-04-2025 18:58;43;;San Fernando;Sí;2,77;Casa de amigos o familiares;2200;0;45000;35000;5;5;4;3;1;5
05-04-2025 18:59;19;;San Fernando;No;0;Casa de amigos o familiares;3000;0;6000;5000;5;5;4;4;4;4
05-04-2025 19:00;56;;Santa Cruz ;Sí;2,77;Casa de amigos o familiares;5000;0;56000;95000;5;3;5;5;1;5
05-04-2025 19:02;70;;San Fernando;No;0;Casa de amigos o familiares;0;0;5000;0;5;5;5;4;3;5
05-04-2025 19:02;62;;San Fernando;No;0;Casa de amigos o familiares;5000;0;25000;0;5;4;5;4;4;4
05-04-2025 19:03;30;;San Fernando;No;0;Casa de amigos o familiares;0;0;2000;10000;5;5;4;3;3;5
05-04-2025 19:09;37;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;15000;5;4;4;1;1;5
05-04-2025 19:11;27;;San Fernando;No;0;Casa de amigos o familiares;5000;0;10000;0;5;4;4;3;3;5
05-04-2025 19:12;30;;San Fernando;No;0;Casa de amigos o familiares;0;0;20000;0;5;5;3;3;5;5
